gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps,num_effect_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
LILRA2,Leukocyte immunoglobulin-like receptor subfamily A member 2,19,55084387,55099027,0.914126482083385,0.553872855595476,0.463764645114052,0.860658822659858,10454,312640,0.949108087940435,0.997891656855795,0.990311376253202,0.476879923496458,0.599602280570023,0.472129609894898,0.279124327802202,0.163380679966848,1183,452,10454,312640,713,Q8N149,Leukocyte immunoglobulin-like receptor subfamily A member 2,19,55084387,55099027
LILRA3,Leukocyte immunoglobulin-like receptor subfamily A member 3,19,54799854,54809952,0.785912835524696,0.92838477236008,0.0259521350504716,0.841941854968061,10454,317421,0.101595035473354,0.0386380507402592,0.0504434698125144,0.000138635370515129,0.000305329874366933,0.196572577905112,0.471564486002176,0.268553957893587,1003,362,10454,317421,714,Q8N6C8,Leukocyte immunoglobulin-like receptor subfamily A member 3,19,54799854,54809952
LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,19,54818353,54824409,0.436504015075422,0.87362802167203,0.678505924978711,0.713172158510036,10454,312687,0.916423148787051,0.981097327313845,0.869113496431124,0.0135677047545608,0.00444539054868926,0.0294992680883047,0.0572745985507378,4.65626934875278e-05,971,105,10454,312687,715,A6NI73,Leukocyte immunoglobulin-like receptor subfamily A member 5,19,54818353,54824409
LILRA6,Leukocyte immunoglobulin-like receptor subfamily A member 6,19,54720737,54746649,0.339524387633941,0.939959980843453,0.490764264816784,0.44516167712417,10454,317414,0.926027357334895,0.844417716335743,0.565906169171438,0.920262367048689,0.756430770881682,0.459026654562683,0.563294309588969,0.116588676466145,1185,627,10454,317414,716,Q6PI73,Leukocyte immunoglobulin-like receptor subfamily A member 6,19,54720737,54746649
LILRB1,Leukocyte immunoglobulin-like receptor subfamily B member 1,19,55085346,55148979,0.246590479223101,0.481265661374321,0.521624507942483,0.18541992104653,10454,312214,0.236119853458059,0.0469649753277252,0.0299364708289542,0.00599481788650066,0.000105881418782422,0.00104025120265088,0.226260279299331,0.0183548041480459,1213,482,10454,312214,717,Q8NHL6,Leukocyte immunoglobulin-like receptor subfamily B member 1,19,55085346,55148979
LILRB2,Leukocyte immunoglobulin-like receptor subfamily B member 2,19,54777675,54785039,0.0860453752271499,0.239550126098235,0.0476174462474243,0.0647467942450851,10454,312386,0.00683178237262278,0.0222664537649712,0.588296444934339,0.00525860005418933,0.00865523248070596,0.190868101698939,0.521359965759726,0.149606312411507,1084,222,10454,312386,718,Q8N423,Leukocyte immunoglobulin-like receptor subfamily B member 2,19,54777675,54785039
LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,19,55155340,55181810,0.497696877088079,0.284226673361657,0.39869880114969,0.342955984166435,10454,313327,0.665528286564203,0.671752950532476,0.435228061751565,0.613054157285664,0.271500518237016,0.125136212243276,0.0602357013940325,0.00257119052353252,1178,190,10454,313327,719,Q8NHJ6,Leukocyte immunoglobulin-like receptor subfamily B member 4,19,55155340,55181810
LILRB5,Leukocyte immunoglobulin-like receptor subfamily B member 5,19,54754263,54761164,0.737907310620292,0.072468176784,0.367951319532167,0.474960613571022,10454,312214,0.308938847058599,0.413727647318277,0.392914805223463,0.240007771760355,0.117313758656982,0.0882912497227802,0.780020963009034,0.179214038921409,1116,459,10454,312214,720,O75023,Leukocyte immunoglobulin-like receptor subfamily B member 5,19,54754263,54761164
LIPF,Gastric triacylglycerol lipase,10,90424198,90438571,0.752840762536413,0.350130609176471,0.996486796202929,0.837796320936385,10454,318239,0.252341447094279,0.50854417894707,0.837290117083666,0.210010761123989,0.338100799927034,0.43954427308899,0.054886434412026,0.00151978998921915,1058,48,10454,318239,721,P07098,Gastric triacylglycerol lipase,10,90424198,90438571
LMOD1,Leiomodin-1,1,201865580,201915715,0.557525233100117,0.963152045173715,0.602710415748613,0.773642750711478,10454,317463,0.448318267355621,0.705181634112907,0.725033107725268,0.686417213073094,0.51825944331717,0.283221641873703,0.0187683213375933,2.9997741270267e-05,871,34,10454,317463,722,P29536,Leiomodin-1,1,201865580,201915715
LONP1,"Lon protease homolog, mitochondrial",19,5691845,5720583,0.725644231567277,0.787323049666731,0.338615343367625,0.956943406789051,10454,318239,0.924413445746242,0.912418379546609,0.676314734033371,0.00978220959525447,0.00462111585317221,0.0433908484562571,0.0181447710569789,2.1055910560842e-05,1088,56,10454,318239,723,P36776,"Lon protease homolog, mitochondrial",19,5691845,5720583
LPA,Apolipoprotein(a),6,160952515,161087407,0.765116032727322,0.0550610469914672,0.0993628889117261,0.351165847837814,10454,318111,0.144608363253164,0.338270427987094,0.842074824094246,0.629742829860138,0.869263752754436,0.826922377205414,0.424843645215599,0.114008360006339,1425,1006,10454,318111,724,P08519,Apolipoprotein(a),6,160952515,161087407
LPL,Lipoprotein lipase,8,19759228,19824769,0.825132821482456,0.392003393834248,0.274125992356179,0.849320841592905,10454,312630,0.214698229057048,0.447991841624887,0.796396185303104,0.642190548548622,0.340164620948259,0.163586065053135,0.137055517453431,0.1216705707039,1684,339,10454,312630,725,P06858,Lipoprotein lipase,8,19759228,19824769
LPO,Lactoperoxidase,17,56295909,56345879,0.586219107080048,0.435694650080182,0.235181504617918,0.246938809506623,10454,313802,0.133567804736779,0.288097483139033,0.625313908267683,0.0789001093739505,0.00567652506657024,0.00706876740810073,0.0338672772134053,0.000244107344422708,813,54,10454,313802,726,P22079,Lactoperoxidase,17,56295909,56345879
LRG1,Leucine-rich alpha-2-glycoprotein,19,4536421,4540486,0.255683108691528,0.119964574756259,0.293634505831882,0.323575581150375,10454,317354,0.347295742241087,0.642803861799661,0.98112022206121,0.131345023375717,0.302133287743529,0.732044789186216,0.159047647105435,6.1138965962831e-06,1328,50,10454,317354,727,P02750,Leucine-rich alpha-2-glycoprotein,19,4536421,4540486
LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,3,66429221,66551687,0.207821900805994,0.294094459913807,0.382125453274701,0.323234748039815,10454,312471,0.964378774655408,0.812231282341442,0.519983455804161,0.461546259129697,0.247241802086496,0.133387363639275,0.324259388182028,0.0163131501267936,1118,204,10454,312471,728,Q96JA1,Leucine-rich repeats and immunoglobulin-like domains protein 1,3,66429221,66551687
LRP11,Low-density lipoprotein receptor-related protein 11,6,150139934,150186199,0.00135868255129767,0.0273969811314717,0.14267273068555,0.241902866289343,10454,312630,0.0365979625610102,0.0726494064969748,0.349474614177763,0.371186895079805,0.627138884463382,0.714842282431128,0.183972027354144,0.0020711946426796,974,238,10454,312630,729,Q86VZ4,Low-density lipoprotein receptor-related protein 11,6,150139934,150186199
LRPAP1,Alpha-2-macroglobulin receptor-associated protein,4,3508103,3534286,0.827805500026519,0.791982938727738,0.622774325126204,0.685606969619063,10454,312346,0.495091846536082,0.486514074593502,0.32330906832679,0.805404996525507,0.139337846494193,0.0488351991067979,0.0111145153678733,0.000180150802344169,1336,131,10454,312346,730,P30533,Alpha-2-macroglobulin receptor-associated protein,4,3508103,3534286
LRRC25,Leucine-rich repeat-containing protein 25,19,18501954,18508427,0.81981388688909,0.0332789404230755,0.129012874918508,0.681181886578727,10454,312825,0.0395471752259083,0.0903940245388558,0.450210175405916,4.07989485083523e-06,1.2705509532127e-05,0.250584549828355,0.0527047614669276,1.01116812462596e-06,1073,42,10454,312825,731,Q8N386,Leucine-rich repeat-containing protein 25,19,18501954,18508427
LRRC37A2,Leucine-rich repeat-containing protein 37A2,17,44588877,44633016,0.505696800737257,0.010954352278536,0.00782497124219506,0.00340054505228576,10454,317541,0.0493494759702845,0.00352011727185032,0.00639700094996498,0.0178364807984777,0.00611892085811748,0.0323358524128398,0.588681927370208,0.072040793568044,382,219,10454,317541,732,A6NM11,Leucine-rich repeat-containing protein 37A2,17,44588877,44633016
LRRC38,Leucine-rich repeat-containing protein 38,1,13801445,13840543,0.460242422873612,0.0695188232797225,0.32592983617381,0.849307370299089,10454,318237,0.467809646381967,0.271903510565947,0.149494932780294,0.427545861353568,0.585325948062669,0.506306725796964,0.052958080291153,3.67021700149521e-07,829,34,10454,318237,733,Q5VT99,Leucine-rich repeat-containing protein 38,1,13801445,13840543
LRRN1,Leucine-rich repeat neuronal protein 1,3,3841121,3889387,0.242995494256293,0.555431528388608,0.275290003743513,0.2092775977082,10454,313327,0.0587586688845916,0.128574295979783,0.466370564426549,0.0440035025535863,0.127553693900865,0.803339463039113,0.318331209119614,0.00204025996801922,1144,98,10454,313327,734,Q6UXK5,Leucine-rich repeat neuronal protein 1,3,3841121,3889387
LSP1,Lymphocyte-specific protein 1,11,1874200,1913497,0.101913932658826,0.0300615304618777,0.485373248560469,0.608436869363528,10454,312713,0.0988631205412388,0.221899041323622,0.591895540873059,0.0949380015664381,0.24793200551595,0.980126210583328,0.016919292143414,1.29009217419567e-05,1438,59,10454,312713,735,P33241,Lymphocyte-specific protein 1,11,1874200,1913497
LTA,Lymphotoxin-alpha,6,31539831,31542101,0.187225627097786,0.0607969588964725,0.041182230971505,0.048674042190501,10454,312713,0.179986829388077,0.231456504024745,0.287983231628618,0.73734158452316,0.855016679251773,0.654082724326613,0.331208115994059,0.0869094743520545,4363,106,10454,312713,736,P01374,Lymphotoxin-alpha,6,31539831,31542101
LTB,Lymphotoxin-beta,6,31548302,31550299,0.59985167273132,0.124149795368552,0.181691487106365,0.537276625583622,10454,317550,0.12820977171618,0.181225858947641,0.293820525909649,0.820493151822417,0.431421357940687,0.201723920398451,0.0155087977948205,9.65751020240372e-06,4325,61,10454,317550,737,Q06643,Lymphotoxin-beta,6,31548302,31550299
LTBP2,Latent-transforming growth factor beta-binding protein 2,14,74964873,75079306,0.0501545968622196,0.88628030622098,0.9492135866104,0.907330816414721,10454,312214,0.78334947700146,100,100,0.306377732253941,100,100,0.0176095319838044,6.00249433783913e-06,786,106,10454,312214,738,Q14767,Latent-transforming growth factor beta-binding protein 2,14,74964873,75079306
LTBP3,Latent-transforming growth factor beta-binding protein 3,11,65306276,65326401,0.813866210118852,0.398141636392984,0.661075230877614,0.359127492167587,10454,313474,0.124796926448684,0.281563098812096,0.672371796069071,0.267568481948546,0.401783463799015,0.440678559732648,0.117964888713931,0.00596944426727311,510,151,10454,313474,739,Q9NS15,Latent-transforming growth factor beta-binding protein 3,11,65306276,65326401
LTBR,Tumor necrosis factor receptor superfamily member 3,12,6484211,6500733,0.645820943220292,0.851597424688737,0.173926082501441,0.627314342332907,10454,312838,0.548611990299548,0.42800877614222,0.247498877269888,0.44231350098331,0.509183170576063,0.383447006572267,0.0477767208295846,0.000564087566661445,1049,177,10454,312838,740,P36941,Tumor necrosis factor receptor superfamily member 3,12,6484211,6500733
LUZP2,Leucine zipper protein 2,11,24518516,25104150,0.19730925704838,0.102185321058674,0.0846157278671584,0.00991862568028168,10454,317550,0.307063650856204,0.530193066704388,0.634653004441534,0.482053639395614,0.575473931314342,0.434445852773391,0.0332873399499776,2.82371324545963e-05,2329,133,10454,317550,741,Q86TE4,Leucine zipper protein 2,11,24518516,25104150
LXN,Latexin,3,158363611,158390482,0.708351963913348,0.38332977362698,0.610039021507563,0.406177191054807,10454,313079,0.665805439877206,0.814927406182905,0.636942777480016,0.469078990886637,0.762704325903419,0.894381607446425,0.0165018014094504,0.000327748947547519,1648,67,10454,313079,742,Q9BS40,Latexin,3,158363611,158390482
LY6D,Lymphocyte antigen 6D,8,143866296,143868008,0.686800757420332,0.75329033675357,0.748571009655959,0.670755850022199,10454,312839,0.273124527175334,0.464439378322051,0.563954585956173,0.313043078000137,0.505321143276085,0.555628299580776,0.109338578128822,0.000957621933575606,1128,39,10454,312839,743,Q14210,Lymphocyte antigen 6D,8,143866296,143868008
LY75,Lymphocyte antigen 75,2,160628362,160761260,0.360474414856092,0.114554803897846,0.133318254614778,0.363605123963227,10454,312713,0.226353474703945,0.0568136702460991,0.03874091235642,0.126389635936189,0.308824594071903,0.906925107529627,0.548916594964597,0.079429884147595,948,423,10454,312713,744,O60449,Lymphocyte antigen 75,2,160628362,160761260
LY9,T-lymphocyte surface antigen Ly-9,1,160765864,160798051,0.792422521421324,0.188205996949563,0.20624180344925,0.907594990127575,10454,313075,0.280131899554036,0.413721914233443,0.439074555434432,0.940773565060109,0.348855535196651,0.147234485766261,0.146381874779407,0.00670381987031228,865,202,10454,313075,745,Q9HBG7,T-lymphocyte surface antigen Ly-9,1,160765864,160798051
LYPD3,Ly6/PLAUR domain-containing protein 3,19,43964939,43969812,0.860273492706199,0.377205589676075,0.925793527689074,0.438077061276358,10454,312829,0.510995589974009,0.623140300760694,0.473440194593151,0.70246554633268,0.907189944640864,0.825010851947921,0.0960800937189527,0.00587586068598622,1058,111,10454,312829,746,O95274,Ly6/PLAUR domain-containing protein 3,19,43964939,43969812
LYPD8,Ly6/PLAUR domain-containing protein 8,1,248902716,248903170,0.946660702108543,0.227164376355393,0.918454582019642,0.227357564373992,10454,313474,0.852758758103074,0.362477615910128,0.15781447260508,0.187986635349522,0.315466550718784,0.448641920122961,0.220683429271744,0.0735350488805157,609,246,10454,313474,747,Q6UX82,Ly6/PLAUR domain-containing protein 8,1,248902716,248903170
LYVE1,Lymphatic vessel endothelial hyaluronic acid receptor 1,11,10578513,10633236,0.104191916529011,0.141767944502455,0.468700781149326,0.875224578663761,10454,317354,0.970874281603138,100,100,0.0751934901786534,100,100,0.0148973575530767,2.10285797077509e-05,1564,83,10454,317354,748,Q9Y5Y7,Lymphatic vessel endothelial hyaluronic acid receptor 1,11,10578513,10633236
LYZL2,Lysozyme-like protein 2,10,30900718,30918691,0.431618674826386,0.875993528799556,0.775265084080131,0.835545874445242,10454,318548,0.31316763631502,0.528264901599848,0.610751613984717,0.95612935070162,0.991181065615384,0.903531360266175,0.0254753916480264,0.00101297140259083,1444,35,10454,318548,749,Q7Z4W2,Lysozyme-like protein 2,10,30900718,30918691
LZTFL1,Leucine zipper transcription factor-like protein 1,3,45864808,45957534,0.933658321187788,0.611231730541379,0.588419433156152,0.353204212042086,10454,318083,0.549564337454217,0.668493338885357,0.503593609480202,0.53462512167421,0.477139012427176,0.295520247884237,0.0109516501602102,2.50495273294314e-05,1034,16,10454,318083,750,Q9NQ48,Leucine zipper transcription factor-like protein 1,3,45864808,45957534
MAMDC2,MAM domain-containing protein 2,9,72658497,72841886,0.703969613705583,0.81370734761346,0.0881367425778578,0.309712969862549,10454,317414,0.320583673856497,0.544745597729165,0.63275349821076,0.0341505902532847,0.00826339203233107,0.0238612357099768,0.0238406981950348,1.26380037730058e-06,1381,60,10454,317414,751,Q7Z304,MAM domain-containing protein 2,9,72658497,72841886
MAMDC4,Apical endosomal glycoprotein,9,139745395,139755249,0.0706878654507337,0.280757046454001,0.0623880870619425,0.265660107640023,10454,317550,0.851085550042231,0.0250991106977198,0.00676528012794129,0.109433885855681,0.250838474466417,0.651895928772025,0.0157123748488096,0.000187337479568482,584,134,10454,317550,752,Q6UXC1,Apical endosomal glycoprotein,9,139745395,139755249
MAN1A2,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",1,117910071,118071494,0.455164349854386,0.348617276715189,0.575756377587823,0.282878421831252,10454,318239,0.0592184183119206,0.115098511458165,0.38179081348912,0.615235681220652,0.468842496473785,0.261205911321343,0.0342947453517884,0.000196184413172592,1177,130,10454,318239,753,O60476,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",1,117910071,118071494
MAN2B2,Epididymis-specific alpha-mannosidase,4,6576902,6625089,0.206284415697706,0.260258983847359,0.268020680477028,0.303410477193572,10454,317414,0.156000127875846,0.264614700620827,0.421385049349823,0.428988827210729,0.350102606674968,0.224794721282841,0.453595795537284,0.0611207026341594,1383,137,10454,317414,754,Q9Y2E5,Epididymis-specific alpha-mannosidase,4,6576902,6625089
MANSC4,MANSC domain-containing protein 4,12,27915671,27924209,0.735804842320809,0.0616562540818921,0.0933957704718203,0.086867531169278,10454,318445,0.101166816689248,0.2598129659998,0.92584594389994,0.0174288837566929,0.0492431428059434,0.543377630448464,0.345743891825761,0.0235609097940029,1433,39,10454,318445,755,A6NHS7,MANSC domain-containing protein 4,12,27915671,27924209
MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5,14,50885219,51027844,0.525495319488146,0.0270560628179837,0.0845871672767188,0.0348066043118119,10454,312974,0.0575129664961719,0.0916613256280402,0.279044745750135,0.158238496713372,0.00207203330166787,0.00128256103236255,0.0152080409486674,0.00032641094495043,1132,26,10454,312974,756,Q9Y4K4,Mitogen-activated protein kinase kinase kinase kinase 5,14,50885219,51027844
MAPKAPK2,MAP kinase-activated protein kinase 2,1,206858289,206907628,0.812916202015243,0.0418960527410274,0.0799791223647442,0.0667980604317157,10454,317953,0.300996543752607,100,100,0.0090704329959605,100,100,0.0123792238617279,1.52537389092052e-05,615,94,10454,317953,757,P49137,MAP kinase-activated protein kinase 2,1,206858289,206907628
MARCO,Macrophage receptor MARCO,2,119699742,119752236,0.269942174922504,0.091586263379895,0.712430422643816,0.0556177858955124,10454,312630,0.172180332398286,0.346898904643758,0.614506859648473,0.820406801950622,0.974559655870961,0.999577356713522,0.03686559210923,0.00505590173595741,1319,152,10454,312630,758,Q9UEW3,Macrophage receptor MARCO,2,119699742,119752236
MASP1,Mannan-binding lectin serine protease 1,3,186935942,187009810,0.578160215911213,0.339728284797405,0.629403363589981,0.325523662245045,10454,312974,0.805757628973859,0.799111783539143,0.533339315549078,0.297637725905127,0.419334290978775,0.418890464319757,0.0394184789240521,1.33411268039355e-06,1407,131,10454,312974,759,P48740,Mannan-binding lectin serine protease 1,3,186935942,187009810
MATN2,Matrilin-2,8,98881068,99048944,0.679157893710242,0.274991063750519,0.0876670691877974,0.0861781179441931,10454,312609,0.850143183749939,0.52940772168519,0.26619718967018,0.062804990771797,0.129407013914237,0.428137344132811,0.0918504695061807,0.000511260021317552,1097,135,10454,312609,760,O00339,Matrilin-2,8,98881068,99048944
MATN3,Matrilin-3,2,20191872,20212455,0.389813220707975,0.31563612650543,0.105184327451018,0.742122419580869,10454,312975,0.659099646956631,0.224746475409464,0.0948056295876338,0.433839812928703,0.555332457341972,0.452711268852506,0.211128328286767,0.00749512104161035,1265,199,10454,312975,761,O15232,Matrilin-3,2,20191872,20212455
MBL2,Mannose-binding protein C,10,54525140,54531460,0.514751135721503,0.0585397631687821,0.208151875771881,0.169637801598525,10454,317807,0.329715012858225,0.266797796099749,0.193274886574322,0.0265929122655883,0.0312260789681857,0.155652841569525,0.675745655664688,0.0578792014576423,1172,257,10454,317807,762,P11226,Mannose-binding protein C,10,54525140,54531460
MCAM,Cell surface glycoprotein MUC18,11,119179241,119192231,0.292775928185766,0.225837516742325,0.497203856457916,0.364242007998933,10454,312497,0.71148189893358,0.619869334705059,0.365279830891564,0.0753420834072496,0.205474014409331,0.962129943647368,0.0145961313439751,6.05549913219629e-05,958,31,10454,312497,763,P43121,Cell surface glycoprotein MUC18,11,119179241,119192231
MCEE,"Methylmalonyl-CoA epimerase, mitochondrial",2,71336814,71357369,0.636039997986433,0.381216779948683,0.733973417395931,0.410732553081707,10454,317463,0.259988535331992,100,100,0.743437275306906,100,100,0.0116901248165567,3.77553791055294e-05,1454,23,10454,317463,764,Q96PE7,"Methylmalonyl-CoA epimerase, mitochondrial",2,71336814,71357369
MCEMP1,Mast cell-expressed membrane protein 1,19,7741514,7744712,0.878612716448459,0.0901063928804987,0.848062851802257,0.0179588916073173,10454,318326,0.240879678761522,0.475580958057866,0.738942408651047,0.216484505789521,0.440125155938561,0.735779347430607,0.0425002079927878,0.0247002071460398,1396,178,10454,318326,765,Q8IX19,Mast cell-expressed membrane protein 1,19,7741514,7744712
MDGA1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,6,37600284,37667082,0.0640756865925286,0.395978672341621,0.259999136344168,0.0736207941179463,10454,312918,0.165667611780139,0.380543972828094,0.917680281524144,0.80449286695575,0.578302711745405,0.309211752549047,0.706297427230445,0.0585026219151266,1238,392,10454,312918,766,Q8NFP4,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,6,37600284,37667082
MDM1,Nuclear protein MDM1,12,68666223,68726161,0.858501591053261,0.350352129667809,0.345349597172777,0.507571623396539,10454,318237,0.325739686545095,0.379230272027714,0.323818250598444,0.749255790632057,0.350639811557398,0.157940881996636,0.0157846456966544,0.00102231892121236,919,5,10454,318237,767,Q8TC05,Nuclear protein MDM1,12,68666223,68726161
MEGF10,Multiple epidermal growth factor-like domains protein 10,5,126626523,126801429,0.697483096716027,0.822092742272657,0.420884983129282,0.590316818255698,10454,312664,0.25365124794937,0.107360450147994,0.0754651618442426,0.0947106882769548,0.0213205375164272,0.0267986174688815,0.157273319931917,0.0348843523421882,831,131,10454,312664,768,Q96KG7,Multiple epidermal growth factor-like domains protein 10,5,126626523,126801429
MEGF9,Multiple epidermal growth factor-like domains protein 9,9,123363091,123476748,0.410630520426429,0.782120250730499,0.436527306670529,0.796800268508312,10454,312331,0.438477788063286,0.71929271339879,0.808503527228292,0.0815886422104429,0.21929945074314,0.967392726748017,0.0463867674922394,0.00040512248458875,563,25,10454,312331,769,Q9H1U4,Multiple epidermal growth factor-like domains protein 9,9,123363091,123476748
MELTF,Melanotransferrin,3,196715492,196756687,0.0124284739421287,0.261722484308241,0.0823013507016259,0.313654635009245,10454,317414,0.405330842290911,0.704472158023664,0.927884865494486,0.0213968656345223,0.0143391019348723,0.0738475737034531,0.206989296284126,0.0158214758686556,1321,627,10454,317414,770,P08582,Melanotransferrin,3,196715492,196756687
MEP1A,Meprin A subunit alpha,6,46761127,46807515,0.76852764984223,0.442096217510842,0.411794892153733,0.559977449293988,10454,317541,0.416088753744787,0.712184745353295,0.89466462337712,0.711775977996253,0.890741621646601,0.75804736996094,0.0271682079073003,1.69681098402011e-05,765,61,10454,317541,771,Q16819,Meprin A subunit alpha,6,46761127,46807515
MEP1B,Meprin A subunit beta,18,29765032,29800367,0.899066314034464,0.516987907511709,0.13306473282203,0.0694878224072011,10454,312630,0.117227505429969,0.092204408983714,0.128252976241942,0.0387785760787159,0.0275731021971062,0.0879614930617026,0.667007633473514,0.166837897335061,976,100,10454,312630,772,Q16820,Meprin A subunit beta,18,29765032,29800367
MEPE,Matrix extracellular phosphoglycoprotein,4,88742563,88767969,0.497634383166772,0.342028401467621,0.166015987599138,0.716720458262525,10454,312664,0.338399854975581,0.463025674915995,0.429758670744766,0.107958103477167,0.0216968558790744,0.0242409267826791,0.0112620915609528,0.000309586067796514,1207,66,10454,312664,773,Q9NQ76,Matrix extracellular phosphoglycoprotein,4,88742563,88767969
MERTK,Tyrosine-protein kinase Mer,2,112656056,112787138,0.583806232361199,0.371654176484306,0.181578254767281,0.370961807001863,10454,312284,0.46374683991712,0.75017134638107,0.845252795871989,0.948689111851585,0.990241166100382,0.9010086485428,0.0378723726256657,0.00115031510934398,934,134,10454,312284,774,Q12866,Tyrosine-protein kinase Mer,2,112656056,112787138
MET,Hepatocyte growth factor receptor,7,116312444,116438440,0.407451739869639,0.0585901385598806,0.957074613391507,0.279458957099515,10454,312563,0.0277853957130149,0.088703827540821,0.95083280678869,0.131287603055043,0.189302042216128,0.305136169429092,0.0232191144730011,1.84251296707077e-05,928,134,10454,312563,775,P08581,Hepatocyte growth factor receptor,7,116312444,116438440
MFAP4,Microfibril-associated glycoprotein 4,17,19286755,19290553,0.231269581637778,0.791199692215867,0.468358172511904,0.433699229131551,10454,318083,0.227245498234207,0.325808380484554,0.375645384646706,0.426613860831536,0.566277280146729,0.477172262678387,0.0134056910811896,1.34556004093382e-05,398,87,10454,318083,776,P55083,Microfibril-associated glycoprotein 4,17,19286755,19290553
MFAP5,Microfibrillar-associated protein 5,12,8789942,8815484,0.672006271768167,0.563842108338048,0.897412135809567,0.494627045456758,10454,312214,0.539863877016445,0.688151238029419,0.542078332369071,0.56803112561052,0.592585552574596,0.395969638416235,0.0400752925650258,0.043529465908546,1015,240,10454,312214,777,Q13361,Microfibrillar-associated protein 5,12,8789942,8815484
MFGE8,Lactadherin,15,89441916,89456642,0.498595942791423,0.387806548281043,0.308126669952614,0.0969239510517917,10454,312640,0.197538120247132,0.400364870408277,0.679804298654125,0.314993587401666,0.319181678757325,0.258948856261415,0.0656545405798404,0.000339206796936407,917,49,10454,312640,778,Q08431,Lactadherin,15,89441916,89456642
MGMT,Methylated-DNA--protein-cysteine methyltransferase,10,131265448,131566271,0.0117471505723039,0.00743667310585361,0.0510447218344094,0.448844488013553,10454,312713,0.0118790010647546,0.0419999710499579,0.914101377655169,0.544639580362919,0.758705741357139,0.666878964797646,0.137596546677988,0.0273369637970223,1621,144,10454,312713,779,P16455,Methylated-DNA--protein-cysteine methyltransferase,10,131265448,131566271
MIA,Melanoma-derived growth regulatory protein,19,41277553,41283395,0.214850984960078,0.674730643691615,0.660336103078119,0.666228015720852,10454,312549,0.503708795133582,0.790842857065757,0.881507070072682,0.660210985355511,0.905035221822266,0.936757712303696,0.337978557904854,0.12124085018211,971,135,10454,312549,780,Q16674,Melanoma-derived growth regulatory protein,19,41277553,41283395
MICB_MICA,MHC class I polypeptide-related sequence A_MHC class I polypeptide-related sequence B,6,31371356,31478901,0.561364664896107,0.861236648116544,0.577894028370432,0.547888516471299,10454,312713,0.815316787196947,0.949099592641663,0.823190112053288,0.824581594848822,0.824863813072051,0.562180953720454,0.710228893577013,0.381725257942757,4850,904,10454,312713,781,Q29980_Q29983,MHC class I polypeptide-related sequence A_MHC class I polypeptide-related sequence B,6,31371356,31478901
MILR1,Allergin-1,17,62461569,62464760,0.355957598531103,0.183179813601468,0.28458361579791,0.273970940302072,10454,313327,0.191796095532424,0.406984888861037,0.758819039856353,0.358095521362245,0.580021307045808,0.620745857085969,0.16725642489697,0.012942098783584,349,254,10454,313327,782,Q7Z6M3,Allergin-1,17,62461569,62464760
MLN,Promotilin,6,33762450,33771788,0.939058877816186,0.027278529892483,0.364993458278592,0.0536411640226258,10454,312713,0.482210839987653,0.601254846905006,0.469304884028019,0.593654836662123,0.332831527518266,0.166346680386518,0.122527443622101,0.0098579551713282,1298,48,10454,312713,783,P12872,Promotilin,6,33762450,33771788
MMP1,Interstitial collagenase,11,102660651,102668891,0.154958697604621,0.483812697337608,0.974291831559699,0.922254542791777,10454,313972,0.576341023375304,0.488071236951192,0.289410489276478,0.522565388404256,0.688157600970877,0.560610817027332,0.211367201175499,0.0196923403092383,1599,327,10454,313972,784,P03956,Interstitial collagenase,11,102660651,102668891
MMP10,Stromelysin-2,11,102641234,102651359,0.398805816727398,0.0860269170225177,0.838544359196057,0.960690744298111,10454,312738,0.45886557991904,0.65833676520325,0.591872512649411,0.488399169152555,0.313653479909457,0.175082314466817,0.104122975765183,0.0061423281679231,1566,420,10454,312738,785,P09238,Stromelysin-2,11,102641234,102651359
MMP12,Macrophage metalloelastase,11,102733467,102745712,0.275165135843582,0.863701495598206,0.237918458888304,0.303363266469566,10454,312656,0.141033640777919,0.336756638540163,0.919366736389603,0.888549598310978,0.896187340194243,0.65506639392539,0.147892596397498,0.0227600694694155,1758,75,10454,312656,786,P39900,Macrophage metalloelastase,11,102733467,102745712
MMP13,Collagenase 3,11,102813724,102826463,0.350631916939666,0.044301282779979,0.0295882254152889,0.000589825934116439,10454,313518,0.0709325549127039,0.172541257437191,0.614918571741896,0.95874542171972,0.787483247005109,0.490627499460125,0.0105141449319651,6.85951215401133e-05,1958,18,10454,313518,787,P45452,Collagenase 3,11,102813724,102826463
