gene_name,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_fstat,stage1_X2_fstat,num_snps,adsp_size.y,ukb_size.y,gene_ind.y,chr,TSS,TES
LAMTOR4,0.418206205458735,0.348842924140338,0.250847372334057,0.360122908273355,10454,367182,7615,ENSG00000188186.10,ENSG00000188186.10,0.288292028487043,0.445285295932933,0.483690875718728,0.0030029080659446,0.0047569586619016,0.169134005433958,10.1791401607946,6.007622867157628,4,10454,367182,7615,7,100148906,100148907
LAMTOR5,0.336074091383086,0.462866712381816,0.987009562630607,0.634005832380496,10454,367182,1009,ENSG00000134248.13,ENSG00000134248.13,0.742912347238721,0.366684411258844,0.16820840488524,0.130604054485552,0.318912760654264,0.984682118182844,13.0368458757464,1.439142146418562,5,10454,367182,1009,1,110407523,110407524
LAPTM4B,0.539746258192365,0.856805945978304,0.890024930227849,0.931725907802235,10454,367182,8508,ENSG00000104341.16,ENSG00000104341.16,0.978823226021467,0.861747654939226,0.585853341816513,0.360266515347869,0.610423831200895,0.698305676819045,22.2376269237396,2.443090131098555,3,10454,367182,8508,8,97775056,97775057
LAPTM5,0.506797735116105,0.555267546512625,0.876651981311,0.859264109716796,10454,367182,441,ENSG00000162511.7,ENSG00000162511.7,0.0370966193786874,0.0408193964698158,0.152072780625445,0.0118123321616358,0.0171414029528717,0.180475824851343,10.7369397055105,3.391475246690824,5,10454,367182,441,1,30757819,30757820
LARP1,0.199979833131691,0.359475405080543,0.106106022597965,0.101817622225613,10454,367182,5856,ENSG00000155506.16,ENSG00000155506.16,0.992466623816691,0.910011365162045,0.66416948733733,0.912925733980161,0.606770091759264,0.320414907769637,25.0898136021179,5.077827452723342,9,10454,367182,5856,5,154712901,154712902
LARS,0.356564915048729,0.6277530514715,0.0104258280368698,0.805575932208295,10454,367182,5795,ENSG00000133706.17,ENSG00000133706.17,0.0082905660590035,100,,0.158217082317797,,,36.1839407529459,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fd8049ed7c0> [RTYPES.NILSXP],2,10454,367182,5795,5,146182659,146182660
LAT2,0.663808309185478,0.602940396372924,0.032515941460306,0.915112419991477,10454,367182,7462,ENSG00000086730.16,ENSG00000086730.16,0.0906554673884969,0.0547462471449086,0.0860161941567191,0.0793355928974095,0.188191210571732,0.608655836894405,36.4191920183166,35.26327417098657,2,10454,367182,7462,7,74199651,74199652
LAX1,0.180950110914171,0.751730358511155,0.0709913221272422,0.10088814639137,10454,367182,1761,ENSG00000122188.12,ENSG00000122188.12,0.211232469652904,0.0157095237667546,0.0094075651028399,0.113301509473547,0.283983146547773,0.919837993761215,27.0958075498692,3.978718321337385,2,10454,367182,1761,1,203765175,203765176
LCA5L,0.412651686079728,0.426632157454211,0.570652229941459,0.704220785405467,10454,367182,18964,ENSG00000157578.13,ENSG00000157578.13,0.396866648665494,0.41515334426276,0.307728538228034,0.953966315836533,0.628796930665442,0.336280451829301,38.8698031532853,2.429708877488768,3,10454,367182,18964,21,39445802,39445803
LCN8,0.457055026082806,0.687925934979474,0.686944045432944,0.869561539967672,10454,367182,9444,ENSG00000204001.9,ENSG00000204001.9,0.30391017536858,0.338581639326969,0.292295023025189,0.815185046345569,0.597591820730912,0.323421972402259,74.8798521247331,12.805811705585384,7,10454,367182,9444,9,136758542,136758543
LDHC,0.922166062037643,0.73739687862185,0.317309683349687,0.227861661726949,10454,367182,10528,ENSG00000166796.11,ENSG00000166796.11,0.82735017868848,0.640430293221092,0.358362436224253,0.575473326010215,0.318863686905244,0.1601964324433,71.5887486686211,27.22985266325462,5,10454,367182,10528,11,18412306,18412307
LDLRAP1,0.528536063672865,0.497175950013667,0.547049723607821,0.936116492397459,10454,367182,351,ENSG00000157978.11,ENSG00000157978.11,0.752883213662192,0.770688308400185,0.516038795167895,0.901903024611952,0.889865109164764,0.640431680269718,61.4728538494252,1.3225433611600348,2,10454,367182,351,1,25543579,25543580
LEPR,0.436879916142773,0.6677609586619,0.797200542789476,0.795471128417284,10454,367182,798,ENSG00000116678.19,ENSG00000116678.19,0.585272794257425,0.67902496812436,0.490058096218857,0.0490967640716389,0.0127788033087053,0.0276799405662047,14.5130192654038,2.4445302320930065,7,10454,367182,798,1,65525688,65525689
LEPROT,0.912828344596111,0.661623055750871,0.146267345000813,0.451810014910975,10454,367182,797,ENSG00000213625.8,ENSG00000213625.8,0.158191295358348,0.313046803632155,0.564804664945829,0.279939803760069,0.488803200862102,0.60724261637456,79.3762808026221,50.56142289338115,5,10454,367182,797,1,65420586,65420587
LEPROTL1,0.544738930376718,0.588443638790955,0.0991672532529294,0.902865601546331,10454,367182,8252,ENSG00000104660.17,ENSG00000104660.17,0.104185877131324,0.168936098098996,0.338452934483403,0.0686239984992026,0.0805658927125583,0.189470304596399,40.2271452546249,21.19979844882076,3,10454,367182,8252,8,30095397,30095398
LETMD1,0.50586562974603,0.592982409480993,0.905003339193342,0.887560942060061,10454,367182,11815,ENSG00000050426.15,ENSG00000050426.15,0.953586357393419,100,,0.209892738591294,,,11.805689878279,<rpy2.rinterface_lib.sexp.NULLType object at 0x7fa6e1078880> [RTYPES.NILSXP],2,10454,367182,11815,12,51047961,51047962
LEXM,0.640248511647916,0.435153579960737,0.202757895289569,0.999999584629385,10454,367182,758,ENSG00000162398.11,ENSG00000162398.11,0.287155868005287,100,,0.007669353335617,,,18.3406588586521,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f24de0396c0> [RTYPES.NILSXP],3,10454,367182,758,1,54806062,54806063
LGALS12,0.342864647866919,0.520343531390974,0.583215708712147,0.626409171602855,10454,367182,10788,ENSG00000133317.14,ENSG00000133317.14,0.132399613923084,0.313524583458412,0.813393630291987,0.44553898059328,0.720114522182478,0.784591370897372,46.4208775978262,18.51340250661615,2,10454,367182,10788,11,63506083,63506084
LGALS2,0.908728698978928,0.86830096643341,0.846733827048447,0.934689660616117,10454,367182,19397,ENSG00000100079.6,ENSG00000100079.6,0.47798315890676,0.645098153249827,0.541237804451689,0.365651930897212,0.632713839630336,0.75535357070263,126.038446413966,6.033281390258789,7,10454,367182,19397,22,37582615,37582616
LGALS9,0.267511061739455,0.479075934757969,0.883607352467748,0.83379587695631,10454,367182,15597,ENSG00000168961.16,ENSG00000168961.16,0.699360167940703,0.0968702127731717,0.0335122097965489,0.228432918820247,0.447389124818707,0.690946697661583,160.246501442408,36.16489458134303,6,10454,367182,15597,17,27629797,27629798
LGALS9B,0.991393690688679,0.933502369807155,0.597776796907747,0.999999953348555,10454,367182,15583,ENSG00000170298.15,ENSG00000170298.15,0.127928696175603,0.253497757166478,0.513252642797128,0.0279816075068093,0.0821239697096908,0.680239121127056,29.9844511756305,3.342557724183667,5,10454,367182,15583,17,20467538,20467539
LGSN,0.452614077935664,0.979630353908491,0.707100094188404,0.735032072653505,10454,367182,6665,ENSG00000146166.16,ENSG00000146166.16,0.960289840574563,0.0693033658247901,0.020891876187782,0.84373812415864,0.733753478440096,0.446191006440083,34.1067464446908,2.8519881117261603,3,10454,367182,6665,6,63319976,63319977
LHFPL3-AS2,0.0795365242952829,0.221939394183929,0.155656944364119,0.187177081306202,10454,367182,7690,ENSG00000225329.3,ENSG00000225329.3,0.534729030548171,100,,0.171318792576082,,,20.3479946149546,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f233ef987c0> [RTYPES.NILSXP],3,10454,367182,7690,7,104926644,104926645
LHPP,0.129366803336873,0.456157477009329,0.52248715451105,0.87567065244431,10454,367182,10201,ENSG00000107902.13,ENSG00000107902.13,0.515849489940103,0.223604575967394,0.108669424629599,0.607046510495111,0.338227993067827,0.167679301888125,14.1368749916317,3.294311967304849,16,10454,367182,10201,10,124461833,124461834
LILRA1,0.0419386066732161,0.120980353775762,0.11078420732465,0.152265867200933,10454,367182,18166,ENSG00000104974.11,ENSG00000104974.11,0.58967718054396,0.48217463806306,0.279811093612563,0.677986184233398,0.600152113940342,0.356908538123452,11.7601627487587,4.687022944859175,11,10454,367182,18166,19,54593581,54593582
LILRA2,0.827627985989957,0.645710765296102,0.773909374140087,0.999999730265515,10454,367182,18165,ENSG00000239998.5,ENSG00000239998.5,0.912374348934505,0.992734221809395,0.960319327571082,0.737320244584758,0.38025314875447,0.177154108850175,19.9329979815983,23.17835961771769,11,10454,367182,18165,19,54572919,54572920
LILRA6,0.468537706541095,0.603140937194283,0.15760607528201,0.22241681700862,10454,367182,18149,ENSG00000244482.10,ENSG00000244482.10,0.41623614182962,0.694607727134678,0.794379798563891,0.62055125104068,0.300373579888535,0.141611465731347,12.6216378993374,2.5516805046903706,8,10454,367182,18149,19,54242790,54242791
LILRB2,0.863751991400824,0.642403029497516,0.976987092780858,0.762798516573898,10454,367182,18151,ENSG00000131042.14,ENSG00000131042.14,0.450102410643254,0.104110596886989,0.0467587822134197,0.826819419700788,0.35742390547028,0.156286219306835,12.2567654712233,4.168659695525569,6,10454,367182,18151,19,54281183,54281184
LILRB4,0.404300853833657,0.525467612516276,0.554496552329273,0.582953428996899,10454,367182,18168,ENSG00000186818.12,ENSG00000186818.12,0.980906263381394,0.635809722825434,0.341418997766241,0.0878273081062018,0.232606046203167,0.955816726189339,11.9641996882084,4.880200494963284,7,10454,367182,18168,19,54643888,54643889
LIMD1,0.110415099362154,0.506872453717842,0.0523502726654306,0.0322293101568448,10454,367182,3660,ENSG00000144791.9,ENSG00000144791.9,0.492539554383227,0.633521879023635,0.506183177183043,0.670359882817917,0.475449353554638,0.253155253446682,11.3717649528877,10.608046613116919,7,10454,367182,3660,3,45555393,45555394
LIMD2,0.175848828379669,0.490640348289986,0.965682755061968,0.62139585566425,10454,367182,16178,ENSG00000136490.8,ENSG00000136490.8,0.293408537792425,0.575822999232209,0.994485263685157,0.102802322967102,0.214254480211068,0.517105413255039,20.1882841655742,4.575868031988859,2,10454,367182,16178,17,63700684,63700685
LIMK1,0.298399545304807,0.398105621023129,0.754109766190987,0.812230086225545,10454,367182,7460,ENSG00000106683.14,ENSG00000106683.14,0.868712435575467,0.704780920596476,0.412221835306478,0.130954348342379,0.283482641890602,0.624165022642809,36.7228506392822,39.251606369986256,5,10454,367182,7460,7,74082932,74082933
LIMS2,0.583106549657648,0.545841433412697,0.991602157169361,0.723445751965194,10454,367182,2833,ENSG00000072163.19,ENSG00000072163.19,0.225083300292335,0.268790649197883,0.282297528123683,0.0003768285169044,0.0002021871048885,0.0366001606247639,14.8717074637876,6.3442092114261355,3,10454,367182,2833,2,127681785,127681786
LIN37,0.909195266865233,0.910433019696558,0.733707038594451,0.819447557740695,10454,367182,17561,ENSG00000267796.7,ENSG00000267796.7,0.44079878784493,0.425915374857218,0.291473596575439,0.286500338026281,0.556142296504969,0.846512611919278,25.4797714723584,3.4739636818778603,2,10454,367182,17561,19,35748360,35748361
LINC00174,0.212412780827686,0.756232629765451,0.874907225304679,0.818708713152321,10454,367182,7415,ENSG00000179406.7,ENSG00000179406.7,0.730853010029871,100,,0.463655092501329,,,25.1629171284596,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f1001646880> [RTYPES.NILSXP],2,10454,367182,7415,7,66493565,66493566
LINC00176,0.562040883071566,0.507615723463489,0.930509057391676,0.906413051483345,10454,367182,18835,ENSG00000196421.8,ENSG00000196421.8,0.99619107918066,0.549967862420223,0.274180624593102,0.116761850877295,0.27616484302706,0.73642903722551,59.4702328133486,8.157218512594783,6,10454,367182,18835,20,64036174,64036175
LINC00189,0.223599848048598,0.52705930834678,0.846235352690787,0.841826734837565,10454,367182,18883,ENSG00000215533.8,ENSG00000215533.8,0.37568587948338,0.674359490714562,0.954538125150234,0.0606010805243938,0.0878508422829643,0.24643964449482,13.0496975812315,1.5842361083462029,4,10454,367182,18883,21,29193479,29193480
LINC00211,0.706680373758933,0.58714054262663,0.914484021196954,0.888960388411589,10454,367182,2274,ENSG00000237803.5,ENSG00000237803.5,0.551443354586565,0.832133717401313,0.909911960254596,0.918921054843094,0.378785308552686,0.164626454161921,54.8556452331549,9.012767573437374,6,10454,367182,2274,2,37876273,37876274
LINC00243,0.978279187058681,0.701733106526566,0.75630870584552,0.583296415387913,10454,367182,6323,ENSG00000214894.6,ENSG00000214894.6,0.314399982351281,0.560174500837117,0.701463328562662,0.0036139974808035,0.0142759697788582,0.862216702442607,20.0480806087467,3.652484188823721,5,10454,367182,6323,6,30830658,30830659
LINC00265,0.587330391215926,0.494453235959796,0.574559778787741,0.943761261990626,10454,367182,7310,ENSG00000188185.11,ENSG00000188185.11,0.0925139808614796,100,,0.107890552948433,,,27.8254027772901,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f7a13b5e740> [RTYPES.NILSXP],3,10454,367182,7310,7,39733631,39733632
LINC00282,0.880095385495156,0.596132685030642,0.876583431139281,0.847396699121822,10454,367182,12666,ENSG00000281106.2,ENSG00000281106.2,0.867290308473026,0.356230391861941,0.153579164279796,0.204595489683335,0.107212509633678,0.0909985046513055,12.7813871439606,3.389413832381712,5,10454,367182,12666,13,51845174,51845175
LINC00294,0.866498737246029,0.529665229048908,0.386771902834066,0.903495883497875,10454,367182,10571,ENSG00000280798.1,ENSG00000280798.1,0.394566933940048,0.694264171622515,0.943524048892466,0.0265309947025453,0.0485138154763113,0.287616933630048,238.308325699584,2.375744342480763,2,10454,367182,10571,11,33076460,33076461
LINC00310,0.146261260914595,0.937816819500636,0.196069464174686,0.892399673256867,10454,367182,18925,ENSG00000227456.7,ENSG00000227456.7,0.220461062058629,0.438445159171643,0.70070616700109,0.603106448275865,0.763841177927429,0.604370221928336,11.1393647632059,3.691524745961383,2,10454,367182,18925,21,34157723,34157724
LINC00339,0.596202807583399,0.617748448219735,0.521150596230869,0.766242979533136,10454,367182,302,ENSG00000218510.6,ENSG00000218510.6,0.569481083458299,0.427142205498735,0.240497642588674,0.48017144899381,0.348199648575679,0.204283447372579,26.3469486437587,7.926237152802415,4,10454,367182,302,1,22024530,22024531
LINC00467,0.890496703947389,0.199846950289124,0.978942119461906,0.954601171478349,10454,367182,1842,ENSG00000153363.12,ENSG00000153363.12,0.192684088370769,0.300557749215221,0.400340500282348,0.93869686995724,0.300432280870471,0.121401373747608,14.1864747225455,2.691178547993812,3,10454,367182,1842,1,211382802,211382803
LINC00476,0.753114231930383,0.472249740651522,0.343926249116873,0.609329313915967,10454,367182,9087,ENSG00000175611.11,ENSG00000175611.11,0.429588484715495,0.694676777377526,0.746253350553076,0.317028050092548,0.419221511718536,0.39044875400647,83.9892292051021,24.808431189366623,5,10454,367182,9087,9,95875699,95875700
LINC00493,0.397348741682866,0.461137892957021,0.864427683100755,0.915493863794689,10454,367182,18446,ENSG00000232388.4,ENSG00000232388.4,0.636071078181742,0.797978252996049,0.633435856273473,0.0023326213519079,0.0096650748698037,0.916339416965858,28.1338101198953,12.320697977735447,3,10454,367182,18446,20,18567346,18567347
LINC00528,0.613055902261707,0.620187171753027,0.837265972523054,0.792867341832409,10454,367182,19070,ENSG00000269220.1,ENSG00000269220.1,0.671307520101833,0.32383549898507,0.149742493122099,0.235984452909685,0.425338835540274,0.580568153103041,10.8944353293549,2.2817758034388156,3,10454,367182,19070,22,17777321,17777322
LINC00539,0.872728116850708,0.601719191716919,0.796802856758184,0.496019942343862,10454,367182,12494,ENSG00000224429.7,ENSG00000224429.7,0.29258171221428,0.0374414626113699,0.0194339300269145,0.709690463716596,0.0609541262800379,0.0194937194545581,22.307749806668,5.384396480628287,5,10454,367182,12494,13,21348720,21348721
LINC00565,0.717067829093191,0.48514383649734,0.165973925652484,0.183650761029771,10454,367182,12797,ENSG00000260910.1,ENSG00000260910.1,0.832506066113137,0.731826019286629,0.446440937364203,0.21624372865497,0.0256367400988382,0.016041438112018,17.9489356825054,2.033074950156252,8,10454,367182,12797,13,113928843,113928844
LINC00612,0.157519015199322,0.322698607351494,0.149249985042661,0.35161295484423,10454,367182,11526,ENSG00000214851.4,ENSG00000214851.4,0.40396065209673,0.631481972463377,0.636846884083523,3.9823005395295e-05,0.0001028629590811,0.223081050060115,33.2429000239997,6.542000017408259,2,10454,367182,11526,12,9065069,9065070
LINC00649,0.216694293215186,0.436222640536465,0.893214010015824,0.475457788338035,10454,367182,18922,ENSG00000237945.7,ENSG00000237945.7,0.558974201664718,0.832814565059524,0.875820299269318,0.0548597356099839,0.0302602098236638,0.0688804631578849,42.5692178751343,4.947467672077107,12,10454,367182,18922,21,33917012,33917013
LINC00654,0.898975863444914,0.410505449570598,0.824240140189031,0.753330167517497,10454,367182,18404,ENSG00000205181.5,ENSG00000205181.5,0.705128605939955,0.616911843251979,0.364352796218565,0.377581339440187,0.573477959116521,0.563599364325642,14.4666186679771,3.3333844833301884,7,10454,367182,18404,20,5504612,5504613
LINC00662,0.0278795655930146,0.0947403349323882,0.293124394239453,0.703185906855782,10454,367182,17469,ENSG00000261824.6,ENSG00000261824.6,0.931831574088331,0.996250375952209,0.988816323214272,0.107556752775184,0.0419900044186959,0.0527794788330561,27.081560364968,6.2619494245438565,7,10454,367182,17469,19,27793893,27793894
LINC00664,0.521130078430256,0.901281755453643,0.813565979749065,0.668789711376526,10454,367182,17442,ENSG00000268658.5,ENSG00000268658.5,0.273680163087009,0.425662513720601,0.475120677420508,0.0518296974236739,0.143381029970474,0.747967500840821,68.0082333891587,24.893744119649757,4,10454,367182,17442,19,21483373,21483374
LINC00665,0.322772156627205,0.788305456551651,0.0315397666865677,0.0324096351256226,10454,367182,17589,ENSG00000232677.6,ENSG00000232677.6,0.427657901014764,0.667753619803874,0.672649905947235,0.407438439835835,0.420061352980842,0.305865337934699,20.7708591680544,3.986261893444317,5,10454,367182,17589,19,36331717,36331718
LINC00667,0.335496623887051,0.388708710950581,0.00431130581706302,0.00755827055671554,10454,367182,16547,ENSG00000263753.6,ENSG00000263753.6,0.102715266608017,0.163443516623924,0.327240452692639,0.437071534122027,0.298394176228373,0.177943129714564,30.2650293848426,11.46298601756801,8,10454,367182,16547,18,5238598,5238599
LINC00680,0.683965742178323,0.581393306154574,0.774454458790257,0.980797028567842,10454,367182,6662,ENSG00000215190.9,ENSG00000215190.9,0.495370398642818,0.700828092990624,0.61979538786906,0.0250579745900634,0.0553626120775367,0.38088853592845,142.988698009989,9.726242636271055,4,10454,367182,6662,6,57961500,57961501
LINC00694,0.879190854529786,0.52828684662135,0.926257345880823,0.841311830652067,10454,367182,3638,ENSG00000225873.3,ENSG00000225873.3,0.873628325286198,100,,0.436547156060477,,,10.1996314973787,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f34ea27a780> [RTYPES.NILSXP],4,10454,367182,3638,3,44429064,44429065
LINC00847,0.0369834409857978,0.37792384360005,0.54033879066269,0.787787456037457,10454,367182,6024,ENSG00000245060.6,ENSG00000245060.6,0.142128782991107,0.318057261750109,0.711900898971858,0.600068528002766,0.871577350202375,0.997586937167269,16.6970862919791,12.543324997663149,8,10454,367182,6024,5,180831605,180831606
LINC00853,0.488879787703189,0.858911163388737,0.189693295218893,0.16652286597239,10454,367182,691,ENSG00000224805.2,ENSG00000224805.2,0.683961542321679,100,,0.0822971736842594,,,11.296872663579,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f791b57c980> [RTYPES.NILSXP],5,10454,367182,691,1,47179271,47179272
LINC00863,0.462980511724627,0.569573826748199,0.332838618070824,0.934031213585341,10454,367182,9925,ENSG00000224914.3,ENSG00000224914.3,0.333605194798696,0.504071297918789,0.509425686563604,0.0488619686957664,0.143129344510389,0.929044292209989,22.6065580210193,1.5402293992919904,4,10454,367182,9925,10,87342735,87342736
LINC00886,0.495853519794126,0.455389653019166,0.290957818745745,0.27081238693783,10454,367182,4271,ENSG00000240875.5,ENSG00000240875.5,0.820345867279146,0.686344413195382,0.402398930150343,0.914910715828106,0.884687087210295,0.628848102632366,35.6925040559507,11.61927211724673,5,10454,367182,4271,3,156817061,156817062
LINC00899,0.555636770008761,0.688765424699873,0.483213796499592,0.994701255141511,10454,367182,19562,ENSG00000231711.2,ENSG00000231711.2,0.132716426562943,0.319353573992629,0.880552340403626,0.0594433179390807,0.148870243714127,0.612523697941746,15.108752558969,3.4134314371337444,4,10454,367182,19562,22,46044852,46044853
LINC00909,0.50364800416807,0.664808354814647,0.894332316235259,0.78672514066425,10454,367182,16769,ENSG00000264247.1,ENSG00000264247.1,0.395985543920786,0.580035550535544,0.543623233839747,0.28371075536062,0.552721794571016,0.848334551515889,13.3494166477677,5.5130500968072464,7,10454,367182,16769,18,74598507,74598508
LINC00920,0.17533355371187,0.276672902090091,0.70468556710669,0.654090900214586,10454,367182,14907,ENSG00000246898.1,ENSG00000246898.1,0.824944482477998,0.544787972947228,0.280278546650585,0.465190863119491,0.666772777397954,0.598518582601791,23.5268032604233,3.3246214196682367,7,10454,367182,14907,16,66408523,66408524
LINC00926,0.281942283272573,0.479549983121682,0.825954259271252,0.807221510213919,10454,367182,13828,ENSG00000247982.6,ENSG00000247982.6,0.289518251627954,0.458263012855089,0.507703933197478,0.0133055814977785,0.0130445765683365,0.11024186335502,25.8343292811499,5.0430763786229695,3,10454,367182,13828,15,57300364,57300365
LINC00944,0.780308797664733,0.837182310302327,0.577592029506724,0.702316459515728,10454,367182,12429,ENSG00000256128.5,ENSG00000256128.5,0.82331770901962,0.704647733281539,0.420029772563205,0.130879299977739,0.291668598193905,0.669461101143782,14.397419392137,7.080433546500916,11,10454,367182,12429,12,126772410,126772411
LINC00954,0.683380605935606,0.541906868394034,0.293991658260869,0.292168975994275,10454,367182,2131,ENSG00000228784.7,ENSG00000228784.7,0.947626474351106,0.957532025951067,0.773972822596251,0.439972698756196,0.592526960417328,0.50216193698496,10.1322724573946,3.396784327782435,7,10454,367182,2131,2,19868859,19868860
LINC00957,0.942780202040301,0.629459906862419,0.724507289183506,0.858458000466251,10454,367182,7333,ENSG00000235314.1,ENSG00000235314.1,0.869881804081468,0.911041432413917,0.689622627838974,0.636370207237821,0.894186341727505,0.989856160510486,34.0214309065859,3.35293526191266,3,10454,367182,7333,7,44039170,44039171
LINC00958,0.702832490223504,0.521468668370352,0.398441493145331,0.400036157887598,10454,367182,10490,ENSG00000251381.7,ENSG00000251381.7,0.86845324914859,0.962477025606765,0.824710631708573,0.274077703670954,0.194607412889826,0.149502766070424,49.5003315833698,5.592661475909655,11,10454,367182,10490,11,12989547,12989548
LINC00963,0.639481054923977,0.525124430012617,0.860500868374294,0.905372986936645,10454,367182,9341,ENSG00000204054.13,ENSG00000204054.13,0.341704862149477,0.384744873765426,0.315786024430196,0.194161227303484,0.121823727219932,0.112083052151699,12.5459734936152,3.458694947921246,13,10454,367182,9341,9,129483450,129483451
LINC00989,0.734875743077737,0.535427474068607,0.462412055335595,0.497543886839758,10454,367182,4808,ENSG00000250334.5,ENSG00000250334.5,0.648719340014301,100,,0.252784893304467,,,12.8369922606271,<rpy2.rinterface_lib.sexp.NULLType object at 0x7f18abaa8940> [RTYPES.NILSXP],4,10454,367182,4808,4,79492415,79492416
LINC00997,0.0747009887890989,0.236535085424373,0.189309636218944,0.164844151053281,10454,367182,7261,ENSG00000281332.1,ENSG00000281332.1,0.765781615938739,0.955481625094733,0.961411317972963,0.106702006587823,0.265998137165513,0.829930226321256,37.6064499559753,4.22776815856068,4,10454,367182,7261,7,32760278,32760279
LINC01003,0.167264049862796,0.751961485924251,0.383357447675752,0.807280774780292,10454,367182,8049,ENSG00000261455.1,ENSG00000261455.1,0.213289040863657,0.351644806187122,0.461871467726015,0.155488910742689,0.347816169895508,0.758401433876181,35.3841414990842,6.30418735657435,4,10454,367182,8049,7,152463785,152463786
LINC01011,0.463607901131884,0.497732682132691,0.967778153033884,0.953866132754087,10454,367182,6053,ENSG00000244041.7,ENSG00000244041.7,0.500694375527426,0.564458132180372,0.406061517307832,0.0871596073056866,0.10188144254423,0.200075111929307,14.3747858275235,2.839817706470075,9,10454,367182,6053,6,2987966,2987967
LINC01089,0.840424663495169,0.482374794778489,0.481624566490553,0.507192720323903,10454,367182,12364,ENSG00000212694.8,ENSG00000212694.8,0.775928997968186,0.883015062942459,0.68206670037738,0.435613307961645,0.312699555916515,0.190052234530606,17.7435806340342,4.426496703368835,3,10454,367182,12364,12,121803905,121803906
LINC01094,0.442021427069813,0.441851823507957,0.507419578489721,0.435339915729778,10454,367182,4805,ENSG00000251442.5,ENSG00000251442.5,0.480333589285012,0.0563244540240578,0.0218848127819054,0.920831398024118,0.334217278583175,0.139628614569516,24.3275696162132,8.496669023149744,4,10454,367182,4805,4,78645902,78645903
LINC01127,0.861315373684078,0.616995196976132,0.190733415886938,0.206657170575376,10454,367182,2709,ENSG00000281162.2,ENSG00000281162.2,0.935273710791379,0.990554616102621,0.911388197716596,0.0887045319651261,0.168989157897338,0.417225469942051,52.9375217156775,3.225858149528225,7,10454,367182,2709,2,101962055,101962056
LINC01136,0.719553538871043,0.599352749934566,0.767856393481301,0.844253701221886,10454,367182,1756,ENSG00000233791.5,ENSG00000233791.5,0.945623477858543,0.648561756891679,0.353374210065862,0.18587499663528,0.310659259426603,0.443152853215591,10.9679250432604,13.044704739481313,7,10454,367182,1756,1,203305308,203305309
LINC01137,0.88658791847882,0.730433976833535,0.135022747290201,0.546486817619549,10454,367182,538,ENSG00000233621.1,ENSG00000233621.1,0.11676178231292,0.16565796387567,0.286606304610626,0.166505719471455,0.162378916507218,0.18949747817783,11.6829894066188,2.652597472260498,13,10454,367182,538,1,37474410,37474411
LINC01160,0.0977168818839158,0.233066006365493,0.129672786968421,0.323484488601991,10454,367182,1030,ENSG00000231346.5,ENSG00000231346.5,0.275383526756224,0.548896303164307,0.920283037114536,0.0047386973065488,0.0184962477890977,0.950663581227666,13.9820943801041,3.8048989284875945,7,10454,367182,1030,1,111608722,111608723
LINC01176,0.535185222223651,0.507825941696523,0.233358296488587,0.757839842567879,10454,367182,7245,ENSG00000281404.1,ENSG00000281404.1,0.585937981769295,0.816704225808225,0.742165085883015,0.531385384782529,0.814136404889564,0.88890389809075,19.1968547427376,6.060170054265947,3,10454,367182,7245,7,30390884,30390885
LINC01187,0.377864768091353,0.868750713274822,0.0477416364470045,0.424169554170188,10454,367182,5906,ENSG00000249601.2,ENSG00000249601.2,0.187168113111857,0.419009125729399,0.994985079672568,0.883806887917141,0.980861713491025,0.89538890064054,23.7558274937548,4.904887323860484,7,10454,367182,5906,5,170199140,170199141
LINC01191,0.117608623162857,0.354211105819634,0.416968450339167,0.999999554605848,10454,367182,2792,ENSG00000234199.2,ENSG00000234199.2,0.221116633318138,0.0752368817334434,0.0551675808460437,0.0986984766844802,0.216128623665689,0.561382115529887,21.4469105168879,6.341245234507843,3,10454,367182,2792,2,113979568,113979569
LINC01237,0.341708278429288,0.467787225633071,0.325881042554359,0.324827741403614,10454,367182,3394,ENSG00000233806.7,ENSG00000233806.7,0.94191971801288,0.96056077360926,0.783960508499959,0.791150760811527,0.334468525724386,0.145358602622327,16.4029239108256,2.679576635468883,6,10454,367182,3394,2,241881362,241881363
LINC01238,0.589708602818743,0.599858475348814,0.818595961538899,0.432955930296627,10454,367182,3395,ENSG00000237940.3,ENSG00000237940.3,0.278166069838076,0.0565453728075777,0.0325511302913248,0.559143548927128,0.319196208048364,0.16337490014084,14.9662178651673,3.513721945982306,3,10454,367182,3395,2,241970682,241970683
LINC01270,0.345564050792822,0.478509168820112,0.596444412324079,0.485142359183128,10454,367182,18712,ENSG00000203999.8,ENSG00000203999.8,0.439509290324084,0.632950665261213,0.573309841704691,0.976321788012057,0.57095564874031,0.289917371136629,51.5765287563726,3.533024783947132,7,10454,367182,18712,20,50292719,50292720
