gene_name,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps_original,num_snps_common,adsp_size.y,ukb_size.y,gene_ind.y,chr,TSS,TES
MLKL,0.843071186715896,0.599254410958899,0.794726185536033,0.882230035453534,10454,367182,4410,ENSG00000168404.12,ENSG00000168404.12,0.782970207895527,0.821295925463994,0.572897118491738,0.429652905279863,0.421861350328452,0.29374110852381,0.0404207670902083,0.00320402837998093,2113,861,10454,367182,4409,16,74700959,74700960
MLLT10,0.575533542799185,0.674149183903677,0.0422988703452419,0.0995556283201374,10454,367182,539,ENSG00000078403.16,ENSG00000078403.16,0.43525762603693,0.478042587282301,0.35169129045727,0.61592508681283,0.686237845423673,0.478874608980397,0.0160384345931977,0.000315896604812615,1006,412,10454,367182,538,10,21524674,21524675
MLLT11,0.985419644129755,0.637442940363742,0.521581513507598,0.7692052330606,10454,367182,6224,ENSG00000213190.3,ENSG00000213190.3,0.203317586687893,0.363289302101927,0.523604381862237,0.347962207347078,0.579049590166994,0.645313065644634,0.0174691213087918,0.000301147867954641,1121,562,10454,367182,6223,1,151057757,151057758
MLLT6,0.165696358222049,0.631801294848397,0.317664280799398,0.941040935132241,10454,367182,8111,ENSG00000275023.4,ENSG00000275023.4,0.0701138283922337,0.161089199338146,0.542253116885752,0.816950912434556,0.865228066768115,0.627149283160302,0.0354358099411614,0.00578364142881863,1732,709,10454,367182,8110,17,38705541,38705542
MLST8,0.94556009835813,0.859603948096586,0.44477475653736,0.853266938892857,10454,367182,4372,ENSG00000167965.17,ENSG00000167965.17,0.163923338788618,100,100,0.33767791373493,100,100,0.073319156469187,5.47850552020056e-05,2058,966,10454,367182,4371,16,2204247,2204248
MMAB,0.216503488629578,0.485506279596203,0.805202108353867,0.968798145469986,10454,367182,2839,ENSG00000139428.11,ENSG00000139428.11,0.407026649789191,0.498730437219673,0.401473183399246,0.277274159758792,0.553399279969524,0.956680882602247,0.0300767935364939,0.000429263132133443,1960,1077,10454,367182,2838,12,109573873,109573874
MMEL1,0.396831592030752,0.430346260646172,0.353579984846554,0.348670993880968,10454,367182,3021,ENSG00000142606.15,ENSG00000142606.15,0.95319301493473,0.961077551436078,0.782860719056681,0.343260023210817,0.633472337414737,0.902972874282262,0.152757987512326,0.00875883210940032,1913,816,10454,367182,3020,1,2632989,2632990
MMP17,0.428167682381072,0.491332614853724,0.339208522984514,0.52553341305821,10454,367182,5879,ENSG00000198598.6,ENSG00000198598.6,0.752698424313922,100,100,0.442752210537597,100,100,0.0460301517789397,0.00041222846093946,2493,1069,10454,367182,5878,12,131828392,131828393
MMP23A,0.886397621002659,0.747382165889493,0.544465977033888,0.950878088751059,10454,367182,6353,ENSG00000215914.4,ENSG00000215914.4,0.545665060068276,0.468807017585417,0.283559612503764,0.496506818014713,0.518216171420575,0.355893986662311,0.02186858755116,0.000904765331519513,1859,602,10454,367182,6352,1,1699941,1699942
MMP24-AS1,0.635814596483371,0.549384354191469,0.903960516295368,0.661802171342635,10454,367182,2076,ENSG00000126005.16,ENSG00000126005.16,0.807481378408039,0.925531272947812,0.757427709012003,0.174461649525236,0.180527445982114,0.208823527220773,0.0962183184366113,0.000333921274623143,1565,686,10454,367182,2075,20,35278130,35278131
MMP25,0.406911873733478,0.564973218557064,0.633170953106394,0.637172022014102,10454,367182,73,ENSG00000008516.16,ENSG00000008516.16,0.791684457194577,0.541142470442877,0.281811765191552,0.184709012752088,0.0176687274942393,0.011988364707832,0.310092167500561,0.17539296971663,1988,974,10454,367182,72,16,3046680,3046681
MMP25-AS1,0.985051041690781,0.945296779440332,0.843047596865168,0.947056810145578,10454,367182,7663,ENSG00000261971.6,ENSG00000261971.6,0.639273152929008,100,100,0.980233751880569,100,100,0.0415759365300859,0.00149217581619503,2000,980,10454,367182,7662,16,3058701,3058702
MMP27,0.884709122799296,0.537930904357167,0.0895947748707028,0.0960134887132658,10454,367182,2718,ENSG00000137675.4,ENSG00000137675.4,0.714596810724918,100,100,0.108627908492615,100,100,0.0943356655590082,2.61775117782919e-06,2294,1459,10454,367182,2717,11,102705805,102705806
MMRN1,0.381227316107703,0.44397451136802,0.207254835362925,0.111847523230212,10454,367182,2797,ENSG00000138722.9,ENSG00000138722.9,0.373726148793813,0.285286231883307,0.190048369559001,0.244949305793188,0.0191369199904935,0.0104273969365222,0.019835629176342,0.00447789813036694,1960,733,10454,367182,2796,4,89879531,89879532
MN1,0.954860388869611,0.513716959959502,0.730409862593203,0.795003436627314,10454,367182,4463,ENSG00000169184.5,ENSG00000169184.5,0.365469697566837,100,100,0.124406482252994,100,100,0.0109603666025368,0.00111153782200453,2094,1080,10454,367182,4462,22,27801497,27801498
MNDA,0.427998879674357,0.487582036366241,0.57764790589897,0.867139760325704,10454,367182,3959,ENSG00000163563.7,ENSG00000163563.7,0.646662713588909,0.770484935641379,0.576864017338895,0.390498753507572,0.618112256853326,0.635419668626646,0.121292646788594,0.000196584350726891,2723,1273,10454,367182,3958,1,158831316,158831317
MNT,0.0635238570701785,0.471906639542748,0.899875905170406,0.368056204316383,10454,367182,414,ENSG00000070444.14,ENSG00000070444.14,0.032493128950918,100,100,0.763497212620792,100,100,0.0580950425746061,0.00286325080062318,2055,949,10454,367182,413,17,2401117,2401118
MOB3C,0.44721138815774,0.601119514018848,0.894236274645043,0.742736107847317,10454,367182,3034,ENSG00000142961.14,ENSG00000142961.14,0.530604782558025,100,100,0.176100305412117,100,100,0.172267284853561,0.000218478993029041,1684,789,10454,367182,3033,1,46616890,46616891
MON1A,0.517553983627315,0.508260689324035,0.788535186149511,0.823776393289097,10454,367182,4024,ENSG00000164077.13,ENSG00000164077.13,0.887328971074219,0.761645577630012,0.468949931032712,0.0989638590226378,0.240841554996801,0.723596136902624,0.0547237733963019,0.000327671637162682,1041,508,10454,367182,4023,3,49930172,49930173
MON1B,0.29763245547513,0.522519953385964,0.41085447050081,0.398117452243515,10454,367182,1003,ENSG00000103111.14,ENSG00000103111.14,0.35109034329669,0.468406396512064,0.421066652484541,0.196125597420054,0.0280353001468032,0.0192618681041097,0.0765488500261426,0.00805024596253981,3565,1752,10454,367182,1002,16,77190834,77190835
MORC3,0.778083448509531,0.712163040163935,0.826153360099011,0.764672944055756,10454,367182,3695,ENSG00000159256.12,ENSG00000159256.12,0.798723800983143,0.92137309603113,0.75332967324256,0.00252514277964906,0.00955293387451614,0.671768419854201,0.0375407542654362,0.0047340431211056,2505,1257,10454,367182,3694,21,36333645,36333646
MORF4L1,0.779051440982369,0.729884186317342,0.648893548382196,0.951550800387049,10454,367182,5430,ENSG00000185787.14,ENSG00000185787.14,0.650765198404292,100,100,0.0145681405775744,100,100,0.0115332104307108,1.93570060394073e-09,2266,859,10454,367182,5429,15,78810486,78810487
MORN1,0.52203221691533,0.494703021093346,0.0291363653337703,0.442230824675108,10454,367182,1659,ENSG00000116151.13,ENSG00000116151.13,0.0276012157021608,0.0840467426634355,0.751605401701425,0.620519904892318,0.879523786173354,0.91418635477881,0.0929294505841713,0.00352241666309043,1930,871,10454,367182,1658,1,2391706,2391707
MORN3,0.38138267760486,0.46752363713629,0.0534323401174312,0.0953813698756826,10454,367182,2857,ENSG00000139714.12,ENSG00000139714.12,0.545292513513821,0.324397125802526,0.16968968621776,0.148449903547193,0.133775683101071,0.164204297974483,0.16545226868243,0.00123134640823801,1843,817,10454,367182,2856,12,121672630,121672631
MORN4,0.955977869632948,0.424414206329995,0.00801131298446417,0.0081208070352774,10454,367182,4614,ENSG00000171160.17,ENSG00000171160.17,0.105157574447127,100,100,0.492384536687384,100,100,0.0157990759559706,0.00260458477469015,1812,956,10454,367182,4613,10,97633499,97633500
MOSPD3,0.78749484187813,0.64548483143994,0.316181041433011,0.778299878935462,10454,367182,1217,ENSG00000106330.11,ENSG00000106330.11,0.218258259504366,0.315139773411457,0.372975770995962,0.874922146655016,0.278836982461305,0.111737403896576,0.514091052013695,0.136309021293174,1334,675,10454,367182,1216,7,100612101,100612102
MPC1,0.199172592498221,0.499349311785061,0.789278066133214,0.811350836724658,10454,367182,308,ENSG00000060762.18,ENSG00000060762.18,0.606408430700756,0.592136201738767,0.376354987058534,0.447590381495178,0.00142957641055815,0.000401759731533909,0.123225040214418,0.000182537006265192,2940,1469,10454,367182,307,6,166383012,166383013
MPHOSPH6,0.0410684237342404,0.332381155340178,0.230223453055333,0.378946348425511,10454,367182,2569,ENSG00000135698.9,ENSG00000135698.9,0.415815373809153,100,100,0.721135879562248,100,100,0.108573236407846,0.00168700028108563,3572,1240,10454,367182,2568,16,82170225,82170226
MPHOSPH8,0.807529260524708,0.641084657296219,0.510957510732811,0.440942963587415,10454,367182,5641,ENSG00000196199.13,ENSG00000196199.13,0.49130699301477,0.389634532889562,0.2348266695814,0.364480575486171,0.518692084126197,0.483706928420226,0.0990173457030107,0.00188461191639958,2709,1020,10454,367182,5640,13,19633680,19633681
MPI,0.0895037034802396,0.349961407646463,0.731913281515185,0.425214366527697,10454,367182,5037,ENSG00000178802.17,ENSG00000178802.17,0.190329415946151,0.281712800751171,0.365557211076037,0.887682409653777,0.234320640697465,0.0895648150777472,0.121555994739579,0.00289724944827129,1160,358,10454,367182,5036,15,74890004,74890005
MPND,0.839619608897904,0.739323350819121,0.35327479705786,0.370396344326401,10454,367182,71,ENSG00000008382.15,ENSG00000008382.15,0.959798646279678,0.976589481625463,0.832307755387432,0.414153420585139,0.607638627505367,0.565951068146848,0.0172879246678558,3.20668771275635e-05,2335,1127,10454,367182,70,19,4343526,4343527
MPO,0.250955514846312,0.80593553041068,0.785159529182992,0.86563396250442,10454,367182,41,ENSG00000005381.7,ENSG00000005381.7,0.627491359919319,0.676593158230337,0.460007105852772,0.577892033883669,0.631058593640213,0.434389799251768,0.0138699358638418,3.65492991648365e-05,1484,710,10454,367182,40,17,58280934,58280935
MPP2,0.296070714426796,0.455159245953519,0.839366354372433,0.937801486469355,10454,367182,1342,ENSG00000108852.14,ENSG00000108852.14,0.814864158876709,100,100,0.717940729315412,100,100,0.0424971644818781,0.00440798448266388,1511,592,10454,367182,1341,17,43909710,43909711
MPP3,0.532497063915564,0.506930915817127,0.491520022527912,0.956280580260906,10454,367182,3825,ENSG00000161647.18,ENSG00000161647.18,0.446498419288867,100,100,0.0353191645356689,100,100,0.0133629500922798,0.00155910443559831,1589,619,10454,367182,3824,17,43833169,43833170
MPP7,0.0461885995820201,0.106343187947863,0.254991128686955,0.281964184383295,10454,367182,3350,ENSG00000150054.18,ENSG00000150054.18,0.748830250886973,100,100,0.515734775893955,100,100,0.0620820691230744,0.0014407637446394,2561,1184,10454,367182,3349,10,28334485,28334486
MPPE1,0.194299182713913,0.571650606991402,0.964628704878248,0.813861465133739,10454,367182,3530,ENSG00000154889.16,ENSG00000154889.16,0.347381868700727,0.56598313408261,0.613288423171347,0.624641137958661,0.801058274463111,0.651315956449955,0.273764961500529,0.0117519269519121,2936,1142,10454,367182,3529,18,11908710,11908711
MPRIP,0.349725216426761,0.889072437493534,0.14052974742252,0.749883873223792,10454,367182,2399,ENSG00000133030.20,ENSG00000133030.20,0.00128386197044075,0.00314926016703608,0.282290222206232,0.0272323705181419,0.0785899324822466,0.645975747548106,0.0577478943666717,0.00861264432079035,2041,964,10454,367182,2398,17,17042544,17042545
MPV17L,0.693055686627163,0.547936705182529,0.578127596556481,0.913679947789827,10454,367182,3592,ENSG00000156968.8,ENSG00000156968.8,0.313963077582837,100,100,0.99896424320481,100,100,0.197280946034241,3.01325871708832e-05,1367,611,10454,367182,3591,16,15395753,15395754
MPV17L2,0.637110131003936,0.555509733810811,0.0188390140110586,0.0172707224839126,10454,367182,7353,ENSG00000254858.9,ENSG00000254858.9,0.76929097790278,0.68193989259206,0.409733870769905,0.986758742155877,0.712022679114462,0.40992622497901,0.0234657400578604,0.000749109047053518,2261,1142,10454,367182,7352,19,18193181,18193182
MPZL1,0.482530976216025,0.661495226656421,0.688239826893111,0.999999503137603,10454,367182,5823,ENSG00000197965.11,ENSG00000197965.11,0.952959638664442,0.851066733505409,0.572188459703743,0.0636317529850139,0.162913088200614,0.663767766297804,0.0164105304278919,0.0444381806445637,1865,897,10454,367182,5822,1,167721191,167721192
MPZL2,0.119099810691973,0.602696155940491,0.0309060911618584,0.565268080093867,10454,367182,3339,ENSG00000149573.8,ENSG00000149573.8,0.0600194517059882,0.169492004811927,0.908460242410798,0.727495595595927,0.459679625177143,0.231271288616095,0.120428491934418,0.00189825598471001,2030,908,10454,367182,3338,11,118264535,118264536
MPZL3,0.947108550135433,0.609892958062304,0.611821427612787,0.483930495953645,10454,367182,3774,ENSG00000160588.9,ENSG00000160588.9,0.0486559396801069,100,100,0.883254667064805,100,100,0.157180294747976,0.00118427483449241,2040,912,10454,367182,3773,11,118252349,118252350
MRC1,0.239769271951492,0.385710452016304,0.0266408387394451,0.023322742938639,10454,367182,7584,ENSG00000260314.2,ENSG00000260314.2,0.879214751101306,100,100,0.360318452079544,100,100,0.0114817876288397,1.24308254298567e-07,3149,1428,10454,367182,7583,10,17809343,17809344
MRE11,0.798297970319176,0.931845787124701,0.23617990061551,0.273979142869789,10454,367182,129,ENSG00000020922.12,ENSG00000020922.12,0.896592138872195,0.81564159146188,0.531957375402247,0.141970679240648,0.290944671150197,0.575980084213925,0.306366698192569,0.013324225775628,1883,875,10454,367182,128,11,94492905,94492906
MRFAP1,0.733946765417018,0.850732666571594,0.740311008783845,0.835209010027008,10454,367182,5055,ENSG00000179010.14,ENSG00000179010.14,0.653323170802528,100,100,0.783260228890662,100,100,0.031120772744605,8.41697231614164e-05,2692,1325,10454,367182,5054,4,6640090,6640091
MRFAP1L1,0.96622471156938,0.684032711307796,0.554848206704629,0.82549571431135,10454,367182,5053,ENSG00000178988.10,ENSG00000178988.10,0.621537298663294,100,100,0.438089871747284,100,100,0.0296458332100613,0.00145496909653845,2774,1337,10454,367182,5052,4,6709879,6709880
MRGBP,0.555652971281244,0.878207826554933,0.253259637644961,0.449476706755741,10454,367182,928,ENSG00000101189.6,ENSG00000101189.6,0.298017896709048,0.552814636792275,0.748886203403112,0.893016577269218,0.780690290850463,0.489754387065769,0.0468381989782684,0.0136522212428899,3007,1534,10454,367182,927,20,62796452,62796453
MRGPRE,0.839178973600831,0.489138487728529,0.109218428576615,0.188025790025128,10454,367182,5337,ENSG00000184350.9,ENSG00000184350.9,0.165122823789673,0.359996835851263,0.732605174786982,0.0965669425370182,0.250587972507188,0.935506071842101,0.267318645623571,0.00624265419888828,3038,1499,10454,367182,5336,11,3232385,3232386
MRI1,0.339176628222559,0.634970162784498,0.457722277458177,0.913754522322739,10454,367182,192,ENSG00000037757.13,ENSG00000037757.13,0.399420111857849,0.0347943852385813,0.0142550996568948,0.610880259397914,0.877505404963127,0.960526192255744,0.169147497416345,0.00874610964330627,1880,850,10454,367182,191,19,13764531,13764532
MRM2,0.689864564959441,0.504919260908402,0.774487911436076,0.819353027399267,10454,367182,1929,ENSG00000122687.17,ENSG00000122687.17,0.425606743579873,100,100,0.52957327509862,100,100,0.0519511841222446,0.00333048672156392,2582,1097,10454,367182,1928,7,2242197,2242198
MROH6,0.780264451191806,0.934369528886314,0.5777733351785,0.777155449957024,10454,367182,6033,ENSG00000204839.8,ENSG00000204839.8,0.292142837332406,0.571929464698141,0.929570256895047,0.176174715963223,0.399123625215741,0.931587033838612,0.170728340257767,0.0346846210041652,2220,892,10454,367182,6032,8,143572970,143572971
MROH7,0.577226723198099,0.591480647534686,0.443843030822109,0.493411973489767,10454,367182,5335,ENSG00000184313.19,ENSG00000184313.19,0.567417228239753,100,100,0.581418374621459,100,100,0.0315720494326286,1.00086105959643e-06,2472,1137,10454,367182,5334,1,54641753,54641754
MRPL10,0.628285450325566,0.517850034131666,0.749336370224329,0.777932758562696,10454,367182,3688,ENSG00000159111.12,ENSG00000159111.12,0.808482897413249,100,100,0.601058205598605,100,100,0.0869047379963578,0.00276979315275577,1738,964,10454,367182,3687,17,47831533,47831534
MRPL14,0.547143291827894,0.824445731146603,0.422915252695897,0.452763353687958,10454,367182,5133,ENSG00000180992.6,ENSG00000180992.6,0.629230963921311,0.309301894128342,0.145987889325584,0.172970941770863,0.287438768061153,0.424985348362756,0.0559572874145224,0.00671942049748869,2050,920,10454,367182,5132,6,44127456,44127457
MRPL18,0.0648123511488219,0.999999824652741,0.958256282005117,0.205453352573549,10454,367182,1488,ENSG00000112110.9,ENSG00000112110.9,0.0641455787297875,0.000489290678191969,0.000586643612895979,0.333878894559039,0.625931205294388,0.954632590097918,0.147984834075048,0.00365495167968114,2427,1154,10454,367182,1487,6,159789811,159789812
MRPL21,0.45351969341057,0.798129118637263,0.670214583117266,0.695711031741443,10454,367182,5758,ENSG00000197345.12,ENSG00000197345.12,0.44419835548459,0.737750061313187,0.879680409057521,0.0468027216735027,0.022274223028101,0.0558614265653083,0.480675926575754,0.0102038014961045,2099,893,10454,367182,5757,11,68903834,68903835
MRPL21,0.0918203022422042,0.918492910809744,0.828236890155447,0.89330603314739,10454,367182,5758,ENSG00000197345.12,ENSG00000197345.12,0.44419835548459,0.737750061313187,0.879680409057521,0.0468027216735027,0.022274223028101,0.0558614265653083,0.480675926575754,0.0102038014961045,2099,893,10454,367182,5757,11,68903834,68903835
MRPL23,0.782755064416466,0.580367996877646,0.631379880250106,0.773405907042907,10454,367182,6276,ENSG00000214026.10,ENSG00000214026.10,0.136383086495406,0.329826514802482,0.989229424158103,0.210174095108603,0.0733679664895231,0.0559244429469299,0.302901011905293,0.106257194559584,2660,1329,10454,367182,6275,11,1947277,1947278
MRPL23-AS1,0.658574299475858,0.546913947244239,0.0575738793978201,0.0514651280807911,10454,367182,6532,ENSG00000226416.1,ENSG00000226416.1,0.750615800042268,0.0727234744450412,0.0233681714995878,0.364338600049,0.626741487220075,0.738374756709013,0.0865917282271824,0.00217174318038715,2634,1287,10454,367182,6531,11,1989919,1989920
MRPL28,0.899126519533332,0.820899146674988,0.580862749086158,0.831228121882296,10454,367182,620,ENSG00000086504.15,ENSG00000086504.15,0.272902305329925,100,100,0.100667950540086,100,100,0.101601803654095,0.000220612025291582,1975,779,10454,367182,619,16,370526,370527
MRPL34,0.037528428820271,0.432162983172669,0.878503770839434,0.899287254897464,10454,367182,2254,ENSG00000130312.6,ENSG00000130312.6,0.788421650008885,0.964318117885607,0.979597507656279,0.655822508573994,0.892741512248816,0.866455310028449,0.290858714266064,0.000547546359557927,2552,1225,10454,367182,2253,19,17292831,17292832
MRPL35,0.71780799311006,0.932418635105542,0.93690356212844,0.753067086341518,10454,367182,2356,ENSG00000132313.14,ENSG00000132313.14,0.667113893399218,0.68364771733713,0.44803834028927,0.911358275244543,0.724706591472794,0.426775393283143,0.0118528480883274,0.00207284870385619,1941,736,10454,367182,2355,2,86199354,86199355
MRPL36,0.0172609647985398,0.318265807009151,0.158649960251291,0.23133560514547,10454,367182,4627,ENSG00000171421.12,ENSG00000171421.12,0.642495529617878,0.771826376091778,0.582323156283986,0.481458597359124,0.779221009346665,0.953747387035224,0.0841567621927278,0.00180301146283406,3337,1683,10454,367182,4626,5,1801365,1801366
MRPL39,0.754170844104833,0.661655811033407,0.0965347959793981,0.913313105747327,10454,367182,3521,ENSG00000154719.13,ENSG00000154719.13,0.20097279937468,0.0399227686574404,0.0283579333561281,0.123315149097098,0.126904082913864,0.185381360910477,0.0958918898471933,0.00344831299591503,1917,679,10454,367182,3520,21,25607516,25607517
MRPL40,0.584164042099963,0.635774512393851,0.202638507103758,0.695343739733207,10454,367182,5417,ENSG00000185608.8,ENSG00000185608.8,0.0223050703138662,100,100,0.0938665038076439,100,100,0.0118352628279967,0.00146581515837488,2308,1181,10454,367182,5416,22,19431901,19431902
MRPL42,0.517477522705831,0.514313418746706,0.420454607949129,0.897241078148182,10454,367182,5829,ENSG00000198015.12,ENSG00000198015.12,0.183249984584325,100,100,0.392107948981134,100,100,0.174365647711653,0.0064748044894645,2044,1101,10454,367182,5828,12,93467487,93467488
MRPL43,0.844962895400882,0.562614080445754,0.115088250630624,0.245325561731606,10454,367182,280,ENSG00000055950.16,ENSG00000055950.16,0.625371469698766,0.883721003522691,0.925054802026247,0.0101574266801381,0.0234504512030739,0.343140719308001,0.130580302348111,5.74523402985755e-05,1752,875,10454,367182,279,10,100987365,100987366
MRPL45P2,0.30885901364469,0.514786726608512,0.144504844012158,0.142990703940167,10454,367182,6632,ENSG00000228782.7,ENSG00000228782.7,0.90357283342734,0.687647676564879,0.391510419175162,0.00014398153142653,0.000582036429606768,0.502976656169718,0.0851589909017537,0.00169188636696024,1836,1163,10454,367182,6631,17,47492491,47492492
MRPL48,0.95638033916625,0.71842522144922,0.828673777418793,0.832103249588135,10454,367182,4862,ENSG00000175581.13,ENSG00000175581.13,0.236449635830413,0.427998573040347,0.586599316660785,0.300566079408337,0.18674617078067,0.130686787412916,0.210935200372649,0.0299392929841002,1594,744,10454,367182,4861,11,73787315,73787316
MRPL52,0.953355091138388,0.480705966454672,0.181074177118677,0.342367271841446,10454,367182,4705,ENSG00000172590.18,ENSG00000172590.18,0.850894719666421,100,100,0.841737366291171,100,100,0.0444986783139462,0.000567875782315293,2485,1042,10454,367182,4704,14,22829882,22829883
MRPL54,0.337053893611722,0.506305864988437,0.901867722807675,0.947081905164014,10454,367182,5285,ENSG00000183617.4,ENSG00000183617.4,0.498953831282008,100,100,0.670724387822975,100,100,0.278498302630523,0.000622707679492189,2280,949,10454,367182,5284,19,3762663,3762664
MRPS10,0.0189989829986136,0.474550094169219,0.128965126776301,0.825912371043723,10454,367182,229,ENSG00000048544.5,ENSG00000048544.5,0.0264912125583669,0.0852846911006034,0.992518380274649,0.0379397305656069,0.0580455900242311,0.239194502359584,0.32527710576872,0.0519212167310599,1845,1026,10454,367182,228,6,42217864,42217865
MRPS16,0.977673703463967,0.903095432625376,0.936991082559688,0.775582450417063,10454,367182,5194,ENSG00000182180.13,ENSG00000182180.13,0.632740967789712,0.157184523363766,0.0624100521925577,0.14703308518623,0.255706477022229,0.42931065227071,0.0161976172285455,0.00151677644082447,1100,397,10454,367182,5193,10,73252692,73252693
MRPS18AP1,0.677987113510936,0.418416005537163,0.989978186509486,0.494210711173773,10454,367182,6659,ENSG00000229759.1,ENSG00000229759.1,0.268008565765799,100,100,0.526914451375727,100,100,0.185148659324981,0.00566034538806616,795,269,10454,367182,6658,3,48256585,48256586
MRPS21,0.817608673440591,0.690634467807773,0.0161697324694182,0.963769426428107,10454,367182,7747,ENSG00000266472.5,ENSG00000266472.5,0.0651671401697047,0.101658001428401,0.279062931278977,0.29366867239175,0.369862452451917,0.346421383886884,0.0546832663230676,3.7388142307393e-05,1464,677,10454,367182,7746,1,150293719,150293720
MRPS6,0.836999943837446,0.937546343154726,0.851477734607826,0.796679735551235,10454,367182,7116,ENSG00000243927.5,ENSG00000243927.5,0.242656112175579,0.111651662727626,0.0822654348104297,0.669946581800219,0.228923840895688,0.0962225257984298,0.0232882690037149,0.00110251834536552,1635,878,10454,367182,7115,21,34073223,34073224
MRPS7,0.690358841378016,0.692352701023036,0.89529306371375,0.898828728653864,10454,367182,2031,ENSG00000125445.10,ENSG00000125445.10,0.852162171211437,0.838636001387801,0.573287164786067,0.119120357501399,0.209129290966086,0.402528825269282,0.223186579408353,0.000534937482240905,1904,638,10454,367182,2030,17,75261804,75261805
MRPS9,0.241936250479435,0.385861888063805,0.626646262542388,0.849813120973976,10454,367182,2592,ENSG00000135972.8,ENSG00000135972.8,0.878307619185159,0.970469097114939,0.848473052350721,0.161500059455485,0.251883924752525,0.371856444444509,0.177899912484484,0.000445741396105622,1977,1195,10454,367182,2591,2,105037982,105037983
MRPS9,0.583323469755106,0.488903150937608,0.890833121538797,0.871922043576745,10454,367182,2592,ENSG00000135972.8,ENSG00000135972.8,0.878307619185159,0.970469097114939,0.848473052350721,0.161500059455485,0.251883924752525,0.371856444444509,0.177899912484484,0.000445741396105622,1977,1195,10454,367182,2591,2,105037982,105037983
MRS2,0.443957778056945,0.598564809836387,0.477675119609585,0.805945621859384,10454,367182,1997,ENSG00000124532.14,ENSG00000124532.14,0.151748956405331,100,100,0.722866119047352,100,100,0.104203204348562,5.6339549011403e-05,2532,1172,10454,367182,1996,6,24402907,24402908
MRTO4,0.30250038121615,0.445829650529273,0.781115767686341,0.763682745684809,10454,367182,259,ENSG00000053372.4,ENSG00000053372.4,0.943955849476992,100,100,0.212491844494417,100,100,0.037542512290391,0.000506896353249532,2645,1483,10454,367182,258,1,19251552,19251553
MRVI1,0.95654472993827,0.613193395938628,0.361071144180789,0.740786044006771,10454,367182,455,ENSG00000072952.18,ENSG00000072952.18,0.0927916709928751,100,100,0.827630491326506,100,100,0.0423977158101292,0.00132531297009168,2683,1450,10454,367182,454,11,10693987,10693988
MRVI1-AS1,0.679038866165372,0.616675689517747,0.254862321611093,0.48391707568453,10454,367182,4953,ENSG00000177112.7,ENSG00000177112.7,0.572024774617259,0.772218651137744,0.656604500260689,0.378844026675838,0.67332695260754,0.897483822690096,0.137945718853313,8.9329488195975e-05,2550,1409,10454,367182,4952,11,10541271,10541272
MS4A14,0.908458318951272,0.582383172697393,0.587030483059297,0.659416203124174,10454,367182,4272,ENSG00000166928.10,ENSG00000166928.10,0.85846701248793,0.0718133348479901,0.0221327224218616,0.381990853486756,0.588589890093582,0.586548475229263,0.267912411818802,0.0159764873487113,1940,982,10454,367182,4271,11,60396013,60396014
MS4A4A,0.0111333547663083,0.523875670695591,5.82500267132247e-07,0.842496528614062,10454,367182,1387,ENSG00000110079.16,ENSG00000110079.16,3.43365428882456e-07,1.68417929693061e-06,0.438324992561611,7.10168136215139e-10,4.95297235722814e-09,0.614203244616203,0.0191521885480622,0.00324835640798774,1758,893,10454,367182,1386,11,60280540,60280541
MS4A6A,0.000572514988613881,0.696748552770571,0.00043513933621131,0.211612739231536,10454,367182,1386,ENSG00000110077.14,ENSG00000110077.14,4.16664362062764e-06,100,100,1.94436333888893e-11,100,100,0.0857917554076754,0.00660395221409892,1820,880,10454,367182,1385,11,60184665,60184666
MS4A7,0.110218370916081,0.393022729206955,0.750669602527352,0.645405496932055,10454,367182,4271,ENSG00000166927.12,ENSG00000166927.12,0.755286948697901,100,100,0.00998719384494286,100,100,0.0228412246543631,0.00380149981913016,1927,976,10454,367182,4270,11,60378481,60378482
MSANTD3,0.269109156891159,0.44852612570919,0.770477471465624,0.650116645651791,10454,367182,370,ENSG00000066697.14,ENSG00000066697.14,0.520962568976182,100,100,0.0261493590698085,100,100,0.0408118183272689,1.54392838835752e-05,1726,615,10454,367182,369,9,100427155,100427156
MSC,0.77458478933232,0.709776306406963,0.902500072646973,0.786300180322206,10454,367182,5041,ENSG00000178860.8,ENSG00000178860.8,0.54475079474455,0.618726083160835,0.441119279039898,0.0696483886069307,0.0656232564582968,0.141980281203618,0.0852517925753099,0.0127225952405802,2805,1392,10454,367182,5040,8,71844467,71844468
MSH2,0.25943016998386,0.642046845259853,0.874158990125977,0.836010478666349,10454,367182,738,ENSG00000095002.13,ENSG00000095002.13,0.981300662145301,0.477446960716735,0.224090153361346,0.76831538769375,0.820392770183973,0.578191829496567,0.184923516946972,0.0276236937738358,2399,1091,10454,367182,737,2,47402968,47402969
MSH3,0.540212363846531,0.530893543545178,0.868361932573851,0.952708297625661,10454,367182,1547,ENSG00000113318.9,ENSG00000113318.9,0.218915634182357,0.466784935072375,0.911406760289385,0.10946112608132,0.263464194130521,0.745099804250716,0.463597855827262,0.0699037870546304,2622,1429,10454,367182,1546,5,80655151,80655152
