gene_name,chr.x,TSS.x,TES.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps_original,num_snps_common,adsp_size.y,ukb_size.y,gene_ind.y,chr.y,TSS.y,TES.y
IP6K3,6,33746904,33746905,0.989306050436017,0.86939338690393,0.840645143314236,0.884485621652123,10454,367182,3593,ENSG00000161896.11,ENSG00000161896.11,0.839406972801339,0.757833296735694,0.473630568233068,0.350666034662351,0.465273522603825,0.416837409968451,0.0143950260862893,0.00134482399165773,2581,1293,10454,367182,3592,6,33746904,33746905
IPO5P1,19,23257938,23257939,0.329041782834845,0.990547944263031,0.63913550671013,0.121476662308008,10454,367182,8344,ENSG00000269837.1,ENSG00000269837.1,0.671316539561725,0.137459079954745,0.0516021949795617,0.730097843384352,0.781856179826519,0.541293980849864,0.116239288963463,0.00432206103187769,2310,934,10454,367182,8343,19,23257938,23257939
IPO8,12,30695985,30695986,0.457795236623589,0.867989709543479,0.162223726909548,0.125431225111229,10454,367182,2274,ENSG00000133704.9,ENSG00000133704.9,0.485654139494799,0.783599339998213,0.96811463524734,0.052681302128974,0.0657920252993216,0.193796681897224,0.049292534752166,0.030890051298846,3119,1323,10454,367182,2273,12,30695985,30695986
IPO9-AS1,1,201829558,201829559,0.380833136272338,0.693452423682818,0.614736272653772,0.365501068581639,10454,367182,6667,ENSG00000231871.5,ENSG00000231871.5,0.396083460686998,100,100,0.272310717916579,100,100,0.0194644934261066,0.0103826631721944,2153,928,10454,367182,6666,1,201829558,201829559
IQCB1,3,121835078,121835079,0.37375400469131,0.631608866609109,0.861439884380258,0.73384210381353,10454,367182,4477,ENSG00000173226.16,ENSG00000173226.16,0.396670685908139,100,100,0.248258501747583,100,100,0.219886835504549,0.0153841664072393,2105,1060,10454,367182,4476,3,121835078,121835079
IQCJ-SCHIP1-AS1,3,159768611,159768612,0.761472139749456,0.324377312863071,0.994842980795773,0.41545258944246,10454,367182,7114,ENSG00000241211.1,ENSG00000241211.1,0.563850178620673,0.830456951474794,0.844460626622536,0.091951098311019,0.112579380878083,0.216365435609381,0.0795968938212962,0.0167920793994598,1688,795,10454,367182,7113,3,159768611,159768612
IQGAP1,15,90388217,90388218,0.0581252337458889,0.10167234715427,0.335795601775908,0.306945607481979,10454,367182,2694,ENSG00000140575.12,ENSG00000140575.12,0.756240038943168,0.0947698319844096,0.0316744630946403,0.325220480531401,0.464837744721267,0.452533541540219,0.42054902095344,0.0236989477488536,2327,853,10454,367182,2693,15,90388217,90388218
IQSEC1,3,13073116,13073117,0.136581963583536,0.529391212988811,0.676537709628346,0.712725232871494,10454,367182,2900,ENSG00000144711.13,ENSG00000144711.13,0.828064441792322,100,100,0.429911046901917,100,100,0.0234769400733897,3.2392155266272e-05,2452,1064,10454,367182,2899,3,13073116,13073117
IRAK1BP1,6,78867471,78867472,0.936614268070519,0.353786244818794,0.546331121927156,0.481219066545497,10454,367182,2984,ENSG00000146243.13,ENSG00000146243.13,0.817070411442107,100,100,0.186588175136735,100,100,0.0537193195977663,0.000508503678161116,2299,1336,10454,367182,2983,6,78867471,78867472
IRF6,1,209806174,209806175,0.97297717945822,0.289947049981401,0.461794825696071,0.417391062275029,10454,367182,1640,ENSG00000117595.10,ENSG00000117595.10,0.569268937913457,0.321399659396252,0.163001799356955,0.00699730498101367,0.0242840765424326,0.687122700270127,0.0227949714599365,0.00260938659126054,1825,815,10454,367182,1639,1,209806174,209806175
IRGQ,19,43596134,43596135,0.475310844810384,0.970004471211574,0.954044783866965,0.888865747512008,10454,367182,4069,ENSG00000167378.8,ENSG00000167378.8,0.969620907052084,0.22121240889474,0.0824634098467505,0.0493793437073047,0.121950282136881,0.55645570738196,0.0142412967766859,0.0306958262640589,2841,1046,10454,367182,4068,19,43596134,43596135
ISM1,20,13221770,13221771,0.12089401846315,0.203198663739284,0.168758191018845,0.20531870046847,10454,367182,870,ENSG00000101230.5,ENSG00000101230.5,0.198707042213412,100,100,0.126267816322113,100,100,0.018165223082976,0.0134693652448189,2249,1193,10454,367182,869,20,13221770,13221771
IST1,16,71885232,71885233,0.320784293080166,0.0321833276991956,0.317241156361779,0.00383214666534992,10454,367182,4954,ENSG00000182149.20,ENSG00000182149.20,0.64624674819322,100,100,0.668780735003016,100,100,0.104043656023192,0.00102379749654118,1788,680,10454,367182,4953,16,71885232,71885233
ISY1,3,129161292,129161293,0.590738388089307,0.380619838736037,0.390361509458861,0.392187495117516,10454,367182,7097,ENSG00000240682.9,ENSG00000240682.9,0.291790063687027,100,100,0.489559085912059,100,100,0.0330725969914928,0.00145272282440256,1666,709,10454,367182,7096,3,129161292,129161293
ITCH,20,34363234,34363235,0.567184971335911,0.179996638044562,0.162202490122225,0.161802265472231,10454,367182,483,ENSG00000078747.14,ENSG00000078747.14,0.161531517373461,0.290178440817951,0.473086482689074,0.896606807266374,0.185788706569991,0.0672295467637076,0.0286423679318385,0.00398265835045758,1144,430,10454,367182,482,20,34363234,34363235
ITFG2,12,2817222,2817223,0.504370546091285,0.639599874010272,0.724255881608508,0.519739504261301,10454,367182,1328,ENSG00000111203.11,ENSG00000111203.11,0.57328182768531,100,100,0.999861957817962,100,100,0.0461791612584397,0.0186104173111862,2550,1177,10454,367182,1327,12,2817222,2817223
ITGA1,5,52787895,52787896,0.256832213119378,0.0299584670007629,0.214784718747534,0.0101876515154206,10454,367182,6010,ENSG00000213949.8,ENSG00000213949.8,0.00285549605051148,100,100,0.127719491176646,100,100,0.0898815618688369,6.43705438210021e-05,2743,1382,10454,367182,6009,5,52787895,52787896
ITGAM,16,31259989,31259990,0.690385482726533,0.563311345607955,0.760830515314154,0.553915353789766,10454,367182,4259,ENSG00000169896.16,ENSG00000169896.16,0.550546471517487,100,100,0.596456905829103,100,100,0.0246343393434254,0.059682453636012,1327,351,10454,367182,4258,16,31259989,31259990
ITGAV,2,186590064,186590065,0.285261428101504,0.696948153739303,0.291278143294531,0.531659699978149,10454,367182,2583,ENSG00000138448.11,ENSG00000138448.11,0.155826983629242,0.35081346143609,0.776173855765959,0.288466967162726,0.513183072216088,0.648746562772344,0.0337811440910895,0.0058748238027593,1735,1017,10454,367182,2582,2,186590064,186590065
ITGAX,16,31355133,31355134,0.901953911577012,0.794109891902483,0.601026916029266,0.993389029379432,10454,367182,2697,ENSG00000140678.16,ENSG00000140678.16,0.913472165187894,100,100,0.0771464209133601,100,100,0.0267126148883274,0.00132827014069322,1428,345,10454,367182,2696,16,31355133,31355134
ITGB1P1,19,14622241,14622242,0.0573627464102323,0.0671083199447331,0.694703519067798,0.560337936306057,10454,367182,8325,ENSG00000269378.1,ENSG00000269378.1,0.787050632761793,0.451750720461751,0.218194922895414,0.563725414730066,0.0350597566999764,0.0116189954655391,0.0195758535375219,0.00250091492625509,2812,1465,10454,367182,8324,19,14622241,14622242
ITGB2-AS1,21,44921133,44921134,0.0467851411929018,0.231604017000151,0.11664994133032,0.304755583872591,10454,367182,6400,ENSG00000227039.6,ENSG00000227039.6,0.256775182631347,100,100,0.37817203762412,100,100,0.154929424429828,0.00664781300665381,2811,1391,10454,367182,6399,21,44921133,44921134
ITGB3BP,1,63529185,63529186,0.145563667578117,0.553921867926922,0.556870662750239,0.458647730958169,10454,367182,2787,ENSG00000142856.16,ENSG00000142856.16,0.594427848750554,100,100,0.114310431634499,100,100,0.440838640568847,0.000491352781102416,2164,1099,10454,367182,2786,1,63529185,63529186
ITIH4,3,52830738,52830739,0.0797871072790506,0.148271076703144,0.15989401988913,0.404955582243037,10454,367182,273,ENSG00000055955.15,ENSG00000055955.15,0.756358355222451,0.94670404529478,0.908268792252635,0.696844344916257,0.733439351435753,0.493795760652195,0.168182150719308,0.000986893759915575,1570,750,10454,367182,272,3,52830738,52830739
ITM2C,2,230864638,230864639,0.771758331952871,0.750668370129392,0.640404421475406,0.566143776289957,10454,367182,2407,ENSG00000135916.15,ENSG00000135916.15,0.55929324907666,100,100,0.813471569743819,100,100,0.0242056762770452,0.00353350210981233,2454,1065,10454,367182,2406,2,230864638,230864639
ITPA,20,3208867,3208868,0.38409958450183,0.194255314374066,0.111766902210181,0.189386147168635,10454,367182,1961,ENSG00000125877.12,ENSG00000125877.12,0.43398879864458,0.510388504923707,0.391901105769828,0.704397584431901,0.911572200059585,0.83909149606589,0.18231788835764,0.00168064552974191,2194,1232,10454,367182,1960,20,3208867,3208868
ITPK1,14,93116319,93116320,0.984805130673901,0.119871155150339,0.314368265781642,0.252925060730332,10454,367182,829,ENSG00000100605.16,ENSG00000100605.16,0.313161597566928,100,100,0.933681037515012,100,100,0.0140952016034628,0.00365382056513354,2043,1168,10454,367182,828,14,93116319,93116320
ITPR1,3,4493347,4493348,0.736034302745317,0.163944864212545,0.168346763499726,0.0741887985458757,10454,367182,3155,ENSG00000150995.18,ENSG00000150995.18,0.122316976698923,100,100,0.460004738028786,100,100,0.0159348127445641,0.00108123507470687,2495,923,10454,367182,3154,3,4493347,4493348
ITPRIPL1,2,96325330,96325331,0.399710694799307,0.297563232817351,0.459348029207212,0.322144501012434,10454,367182,5701,ENSG00000198885.9,ENSG00000198885.9,0.251291989749654,0.375806412365896,0.423244802788817,0.23693210500182,0.39868818789792,0.506930696383218,0.027397023557552,0.00860913833103079,646,152,10454,367182,5700,2,96325330,96325331
ITPRIPL2,16,19113931,19113932,0.853070302939141,0.755404464657314,0.708405232861903,0.626588293415283,10454,367182,5876,ENSG00000205730.6,ENSG00000205730.6,0.581710806593926,100,100,0.249464198197074,100,100,0.0102885043861088,0.0137095470425864,2099,916,10454,367182,5875,16,19113931,19113932
IVD,15,40405794,40405795,0.504003110560845,0.363552713803632,0.939801002866626,0.351816616806443,10454,367182,2070,ENSG00000128928.8,ENSG00000128928.8,0.699778220193599,0.0285858272104183,0.00833212960980287,0.18575546039404,0.41639887054215,0.971676438106088,0.249817129209492,0.00564693304174227,1751,735,10454,367182,2069,15,40405794,40405795
IVNS1ABP,1,185317328,185317329,0.618927607739849,0.678753661248314,0.497039740788422,0.222998200402832,10454,367182,1589,ENSG00000116679.15,ENSG00000116679.15,0.75093885108056,0.740788338108303,0.479800030225888,0.16472762155872,0.0384053134887382,0.032180908351435,0.0203313954720441,0.0570102489758843,1343,568,10454,367182,1588,1,185317328,185317329
IZUMO1,19,48746908,48746909,0.0260909540943448,0.171006624324119,0.156910840079646,0.167573060932504,10454,367182,4963,ENSG00000182264.8,ENSG00000182264.8,0.501049690530467,0.529123929060787,0.36508217069904,0.385911382890522,0.0561026377347542,0.0252107252607934,0.0107995370903656,7.59872852411988e-05,2353,1121,10454,367182,4962,19,48746908,48746909
IZUMO4,19,2096868,2096869,0.613101510400842,0.627163868506337,0.638895355165501,0.312280342502963,10454,367182,732,ENSG00000099840.13,ENSG00000099840.13,0.800738675227819,100,100,0.305165581937688,100,100,0.012651287982865,0.00253256943881065,2538,1105,10454,367182,731,19,2096868,2096869
JAGN1,3,9890553,9890554,0.134862555013142,0.111172356337762,0.0680661086646189,0.0585416780772333,10454,367182,4344,ENSG00000171135.13,ENSG00000171135.13,0.0696114042823486,0.0143530734859101,0.0226476333614911,0.262538428761608,0.450269154363668,0.559541485968721,0.0801498182400271,0.00231991738318967,1925,852,10454,367182,4343,3,9890553,9890554
JAKMIP3,10,132104670,132104671,0.229521260790503,0.804719751917774,0.66371362977561,0.989857671527756,10454,367182,5354,ENSG00000188385.11,ENSG00000188385.11,0.53638895606133,0.310390935121005,0.161781322965987,0.429298667133318,0.714064143454597,0.825084183376372,0.421400609466566,0.000267436333991903,2829,1292,10454,367182,5353,10,132104670,132104671
JAZF1-AS1,7,28180321,28180322,0.402585684053733,0.141425580014971,0.803198349344093,0.22594326719345,10454,367182,6814,ENSG00000234336.6,ENSG00000234336.6,0.0651506349746384,100,100,0.249124054760407,100,100,0.0859994577817988,2.99429506033798e-07,2115,1136,10454,367182,6813,7,28180321,28180322
JHDM1D-AS1,7,140177260,140177261,0.92910481052584,0.606505559265685,0.467014486929591,0.263459129122891,10454,367182,7898,ENSG00000260231.1,ENSG00000260231.1,0.49637399869059,100,100,0.771564734028561,100,100,0.0295834534076624,0.0132091495133577,1976,866,10454,367182,7897,7,140177260,140177261
JMJD7,15,41828084,41828085,0.947771528683317,0.950804799029676,0.991306420314656,0.426734800504686,10454,367182,7217,ENSG00000243789.10,ENSG00000243789.10,0.841937295550433,100,100,0.0382118662309694,100,100,0.0578772460126074,0.00264849395365705,1822,868,10454,367182,7216,15,41828084,41828085
JMJD8,16,684438,684439,0.360487658500247,0.0857994051322709,0.581004270360405,0.712917699954037,10454,367182,3601,ENSG00000161999.11,ENSG00000161999.11,0.759233473142303,100,100,0.505447092989515,100,100,0.0618797309567725,0.000200832782491708,2715,1046,10454,367182,3600,16,684438,684439
JPH1,8,74321327,74321328,0.0376951479854643,0.515641961675754,0.147194843833386,0.361655096869507,10454,367182,1001,ENSG00000104369.4,ENSG00000104369.4,0.414429178943873,0.33446175106901,0.216959989544882,0.259237431224826,0.529124073093927,0.987596768159386,0.202593948680082,0.00926850115063568,1782,881,10454,367182,1000,8,74321327,74321328
JPH2,20,44187577,44187578,0.247538932479084,0.884671023579404,0.236842455513087,0.798760985679708,10454,367182,3111,ENSG00000149596.6,ENSG00000149596.6,0.765393270111709,100,100,0.935341155798736,100,100,0.0404788554432558,0.000181028748389242,1969,896,10454,367182,3110,20,44187577,44187578
JPH4,14,23578799,23578800,0.239109936656101,0.810021135305122,0.675065665380567,0.770759599008667,10454,367182,670,ENSG00000092051.16,ENSG00000092051.16,0.878805011476656,100,100,0.886126024867491,100,100,0.0178512404423755,7.4229574108913e-05,2037,801,10454,367182,669,14,23578799,23578800
JUP,17,41786930,41786931,0.564814832408097,0.0495096873087836,0.851060634607651,0.4222739733696,10454,367182,4507,ENSG00000173801.16,ENSG00000173801.16,0.481837019573834,100,100,0.0990339187899476,100,100,0.0424834109518684,0.000722921454233691,1730,812,10454,367182,4506,17,41786930,41786931
KANK4,1,62319413,62319414,0.326605670904733,0.729229268706019,0.601458375368179,0.821464371040565,10454,367182,2244,ENSG00000132854.18,ENSG00000132854.18,0.635282742745772,100,100,0.785690546417892,100,100,0.0242895651024195,0.000681213065953704,1983,987,10454,367182,2243,1,62319413,62319414
KANSL1,17,46225388,46225389,0.728676048883824,0.78244761890987,0.71785835691247,0.857769156790108,10454,367182,1726,ENSG00000120071.13,ENSG00000120071.13,0.957174492395403,100,100,0.181883430639011,100,100,0.129763092513674,0.0140631535927552,2518,219,10454,367182,1725,17,46225388,46225389
KANSL1-AS1,17,46193575,46193576,0.659600613746533,0.00521110453806101,0.00530421698269418,0.0169979085848775,10454,367182,6040,ENSG00000214401.4,ENSG00000214401.4,0.00799759643120312,0.00726778535961819,0.0933987241875289,0.0206370869666707,0.0527542869596381,0.467852121134787,0.525077685629409,0.0160716277519061,2679,237,10454,367182,6039,17,46193575,46193576
KANSL1L,2,210171382,210171383,0.609105146708008,0.827233637144093,0.851471037627224,0.853835088510087,10454,367182,2886,ENSG00000144445.16,ENSG00000144445.16,0.804663732932743,100,100,0.90114827566118,100,100,0.0215534620441875,0.021486956618546,1347,560,10454,367182,2885,2,210171382,210171383
KAT14,20,18138117,18138118,0.345065401123178,0.307258673864749,0.708968286936709,0.441313504595978,10454,367182,3099,ENSG00000149474.13,ENSG00000149474.13,0.414266688997043,100,100,0.288559906332691,100,100,0.0231938845616283,0.00878693978520648,2683,1436,10454,367182,3098,20,18138117,18138118
KAT2B,3,20040022,20040023,0.00902129189945983,0.0651588828912793,0.766041294931955,0.0168889922528138,10454,367182,1465,ENSG00000114166.7,ENSG00000114166.7,0.0896509729395471,0.159129880978469,0.372430359103763,0.39682821652852,0.181197810778907,0.100448198272329,0.0259663595376737,0.0125205269660989,2578,1212,10454,367182,1464,3,20040022,20040023
KAT7,17,49789311,49789312,0.109369817042996,0.584239444887104,0.906870907976159,0.725900641391678,10454,367182,2451,ENSG00000136504.11,ENSG00000136504.11,0.36558343901739,100,100,0.534252020067881,100,100,0.0123307507596725,0.00642296108081897,1635,807,10454,367182,2450,17,49789311,49789312
KAT8,16,31115753,31115754,0.345970568201921,0.911402767951653,0.959385894997564,0.798313306214971,10454,367182,966,ENSG00000103510.19,ENSG00000103510.19,0.869843362362829,0.220576419528112,0.0834687764752785,0.0164825572971011,0.0306539118190085,0.26948900005418,0.151318504579674,8.13677047976518e-05,1104,331,10454,367182,965,16,31115753,31115754
KATNAL1,13,30307483,30307484,0.187169784099058,0.335180393945458,0.275163393884769,0.227742652669671,10454,367182,911,ENSG00000102781.13,ENSG00000102781.13,0.262496706442675,100,100,0.504443901962708,100,100,0.142386249331765,0.000998788927493208,2567,1405,10454,367182,910,13,30307483,30307484
KAZALD1,10,101061840,101061841,0.89270669753874,0.443984359010473,0.593666308241583,0.523515685959001,10454,367182,1190,ENSG00000107821.14,ENSG00000107821.14,0.171373282905881,0.370952320850025,0.737249926072753,0.477597964978295,0.776173807286776,0.960804555646441,0.0128366111107298,0.0127115032250507,1752,821,10454,367182,1189,10,101061840,101061841
KAZN,1,13892791,13892792,0.544944243312872,0.930215960849191,0.405078061762072,0.0618097715025549,10454,367182,5412,ENSG00000189337.16,ENSG00000189337.16,0.588129715686956,100,100,0.779283027050271,100,100,0.0178807898027259,0.00357352539123294,2837,1287,10454,367182,5411,1,13892791,13892792
KB-1208A12.3,8,98041850,98041851,0.399109805598435,0.695402795747514,0.61626840922527,0.954485123307774,10454,367182,7280,ENSG00000245970.2,ENSG00000245970.2,0.163244291226065,0.372007745879045,0.85400590117581,0.483661891529585,0.31740374812058,0.179161674821795,0.0727193809266012,0.000121039899933613,2038,1006,10454,367182,7279,8,98041850,98041851
KB-1269D1.8,22,23392833,23392834,0.377086524950011,0.1078072531196,0.0198310878310309,0.0748155491142082,10454,367182,7338,ENSG00000248409.1,ENSG00000248409.1,0.0294838747024166,0.033567334971244,0.152266548082482,0.325236923902018,0.35148284500276,0.289183579236226,0.0228641538370545,0.0145567392957645,2788,1232,10454,367182,7337,22,23392833,23392834
KB-1440D3.13,22,21661933,21661934,0.735587529908484,0.83533040379961,0.369815958134248,0.694267767245261,10454,367182,8608,ENSG00000272954.1,ENSG00000272954.1,0.855615483958655,0.934513959866443,0.749033121899028,0.749088186913964,0.846397034344944,0.630610023494762,0.0727174922373375,0.000734974539377624,1382,549,10454,367182,8607,22,21661933,21661934
KB-1440D3.14,22,21640843,21640844,0.938114059442177,0.928900580077857,0.928770413406488,0.935798049230647,10454,367182,8672,ENSG00000273342.1,ENSG00000273342.1,0.927671231832333,100,100,0.000345080525469882,100,100,0.0147832060057,0.000450368453374889,1271,523,10454,367182,8671,22,21640843,21640844
KB-1471A8.1,8,119874487,119874488,0.322150726190989,0.102063263153824,0.76863310898119,0.449792374792914,10454,367182,7262,ENSG00000245330.4,ENSG00000245330.4,0.165958997924015,0.348791345586163,0.664943783102587,0.0244747906886268,0.0259248903299561,0.134095576587099,0.0384574323258838,0.044471085644848,2175,928,10454,367182,7261,8,119874487,119874488
KB-208E9.1,22,23583858,23583859,0.230555997134633,0.00709425201809733,0.334265106507778,0.972614858185717,10454,367182,8575,ENSG00000272733.1,ENSG00000272733.1,0.0963167322335535,0.0662489702912019,0.102695364576315,0.935297472576504,0.991131647498221,0.915622219339888,0.131725522683208,0.0415852441914908,2780,1238,10454,367182,8574,22,23583858,23583859
KB-226F1.2,22,23969210,23969211,0.888108685266835,0.783145665085068,0.894481425595051,0.633240049848327,10454,367182,8583,ENSG00000272787.1,ENSG00000272787.1,0.704072561786474,100,100,0.368606934850459,100,100,0.0175296879882813,0.0117019581412403,2174,996,10454,367182,8582,22,23969210,23969211
KBTBD11,8,1973877,1973878,0.873415818834573,0.0862804644621961,0.426440567932691,0.797531381147474,10454,367182,4658,ENSG00000176595.3,ENSG00000176595.3,0.385576833631808,100,100,0.662097312463441,100,100,0.0107297788171419,0.00131015401678984,3541,1214,10454,367182,4657,8,1973877,1973878
KBTBD11-OT1,8,1971396,1971397,0.709330048125079,0.283043410407568,0.086790070539605,0.330000943212471,10454,367182,7536,ENSG00000253696.2,ENSG00000253696.2,0.0928060311830054,0.0613642561069691,0.0968391121302445,0.113930886047572,0.133324164582717,0.215945247504901,0.0691892411235022,0.015297909658401,3541,1214,10454,367182,7535,8,1971396,1971397
KBTBD2,7,32894130,32894131,0.764134525931486,0.741260726989727,0.629873134429772,0.550830759571013,10454,367182,4324,ENSG00000170852.10,ENSG00000170852.10,0.860930020638687,100,100,0.148261075971219,100,100,0.110819800909023,0.0398288947223905,2582,1484,10454,367182,4323,7,32894130,32894131
KBTBD6,13,41132745,41132746,0.249619245886907,0.4353519195336,0.390898381908636,0.823247551946982,10454,367182,3941,ENSG00000165572.7,ENSG00000165572.7,0.452024186675549,100,100,0.678876872876212,100,100,0.0343369982119594,0.00331694465202972,1809,736,10454,367182,3940,13,41132745,41132746
KBTBD8,3,66998306,66998307,0.633791608559915,0.427427791631959,0.486071670838249,0.339445583244317,10454,367182,3713,ENSG00000163376.11,ENSG00000163376.11,0.380273175979325,100,100,0.974013180564621,100,100,0.0153446901173049,3.57849609539829e-06,2500,1167,10454,367182,3712,3,66998306,66998307
KCCAT333,7,17374866,17374867,0.0322109959241563,0.091138799188789,0.125282935920621,0.256173795066182,10454,367182,6936,ENSG00000236318.2,ENSG00000236318.2,0.567922132996077,100,100,0.0630758648761245,100,100,0.0101144025571389,0.000357733088178954,2475,1146,10454,367182,6935,7,17374866,17374867
KCMF1,2,84971092,84971093,0.0711391029947912,0.00429868622350199,0.187093901592815,0.583722385831557,10454,367182,4647,ENSG00000176407.17,ENSG00000176407.17,0.0146629092315394,100,100,0.0885729549212024,100,100,0.0849561811143764,0.000183901735530006,1766,848,10454,367182,4646,2,84971092,84971093
KCNAB1,3,156037700,156037701,0.712051111073924,0.69978776887862,0.310144958332371,0.648648074561706,10454,367182,4224,ENSG00000169282.17,ENSG00000169282.17,0.271205112945248,100,100,0.924970707845561,100,100,0.0132072769988658,0.0147487602131574,1756,628,10454,367182,4223,3,156037700,156037701
KCNAB3,17,7929802,7929803,0.623410869617499,0.0956275964006288,0.278500092977464,0.025549261993706,10454,367182,4268,ENSG00000170049.9,ENSG00000170049.9,0.207378727755801,100,100,0.867606329167759,100,100,0.0498036944125073,0.0023099996419998,1915,776,10454,367182,4267,17,7929802,7929803
KCNB2,8,72537390,72537391,0.237106092566662,0.241276512626899,0.0159415132469609,0.832152629640019,10454,367182,4987,ENSG00000182674.5,ENSG00000182674.5,0.835309136538342,100,100,0.103068541173687,100,100,0.018573162260674,0.00703107624148025,2396,1078,10454,367182,4986,8,72537390,72537391
KCNC3,19,50333514,50333515,0.327505349487158,0.506128707307234,0.705822409563232,0.535239940850923,10454,367182,2171,ENSG00000131398.13,ENSG00000131398.13,0.992665185214203,0.259853695798621,0.100659725952924,0.0854987326117014,0.0188518107594729,0.0255658593023386,0.0133923806685983,0.00576072921227117,1975,980,10454,367182,2170,19,50333514,50333515
KCNF1,2,10911936,10911937,0.346944488626412,0.953313261171035,0.638602626908621,0.480612900371872,10454,367182,3673,ENSG00000162975.4,ENSG00000162975.4,0.20229053352697,100,100,0.794171460711282,100,100,0.0181286226596114,0.00108846460509361,2790,1180,10454,367182,3672,2,10911936,10911937
KCNG3,2,42494096,42494097,0.298985894539588,0.140094403232818,0.833407244070565,0.478641960467064,10454,367182,4342,ENSG00000171126.7,ENSG00000171126.7,0.373696901568491,100,100,0.582450535900427,100,100,0.0118783206214629,5.46488908798637e-05,2389,1075,10454,367182,4341,2,42494096,42494097
KCNIP2,10,101843919,101843920,0.775584826596899,0.0983430475686203,0.990386939796656,0.173194429503104,10454,367182,1725,ENSG00000120049.18,ENSG00000120049.18,0.455984129411088,100,100,0.169223254537525,100,100,0.0282469991636694,0.00380613462274091,1044,474,10454,367182,1724,10,101843919,101843920
KCNIP3,2,95297303,95297304,0.633418801174573,0.22907288544637,0.469772043611977,0.346406430740312,10454,367182,1503,ENSG00000115041.12,ENSG00000115041.12,0.619780419326769,0.639017955112731,0.420309441064023,0.00534404681523272,0.0206594633580016,0.998706242618063,0.125514340880757,0.0113266989985454,447,148,10454,367182,1502,2,95297303,95297304
KCNJ10,1,160070482,160070483,0.63555539861424,0.893780814620238,0.885566122660415,0.671834022134482,10454,367182,4730,ENSG00000177807.8,ENSG00000177807.8,0.841082404577827,100,100,0.53104743971381,100,100,0.127780431912182,0.00166682733200219,1799,857,10454,367182,4729,1,160070482,160070483
KCNJ13,2,232776567,232776568,0.757716901628173,0.896483490905245,0.835535780238408,0.541650185329001,10454,367182,1529,ENSG00000115474.6,ENSG00000115474.6,0.958113311800404,100,100,0.738518451423227,100,100,0.0181725319570741,0.000489405474005294,2580,1235,10454,367182,1528,2,232776567,232776568
KCNJ2-AS1,17,70169401,70169402,0.710679108324336,0.591371763634423,0.966783400099621,0.629550182856126,10454,367182,8231,ENSG00000267365.1,ENSG00000267365.1,0.81996929597362,0.202768621131555,0.076420178789816,0.407450757655119,0.700156998637302,0.870261561633982,0.0346763455456435,0.00458703118501389,1920,1107,10454,367182,8230,17,70169401,70169402
KCNJ3,2,154698298,154698299,0.0745710267242094,0.109234315028366,0.201960762847606,0.103465422116774,10454,367182,3675,ENSG00000162989.4,ENSG00000162989.4,0.491949434275485,100,100,0.801739704675661,100,100,0.061957302732279,0.000577470157276285,1841,1058,10454,367182,3674,2,154698298,154698299
KCNJ5,11,128891355,128891356,0.459697626520152,0.820680410661588,0.86167954243711,0.296474213593823,10454,367182,1743,ENSG00000120457.11,ENSG00000120457.11,0.906599048986322,100,100,0.657050604855543,100,100,0.0231307230721184,0.0083803202351245,2039,1176,10454,367182,1742,11,128891355,128891356
KCNJ9,1,160081569,160081570,0.574336867297794,0.768694916609945,0.914745294349666,0.722618634776893,10454,367182,3649,ENSG00000162728.4,ENSG00000162728.4,0.974024923236852,0.946875354331589,0.742305860282017,0.192802045530523,0.427960919060688,0.970433090147409,0.0638253680160463,0.00372123080236859,1804,854,10454,367182,3648,1,160081569,160081570
KCNMB1,5,170389676,170389677,0.744940294105948,0.39355974546247,0.136054274177197,0.158209050024415,10454,367182,2967,ENSG00000145936.8,ENSG00000145936.8,0.504221051861493,100,100,0.62937040412121,100,100,0.0169348893495821,0.00318406042098158,2548,1299,10454,367182,2966,5,170389676,170389677
KCNMB4,12,70366275,70366276,0.891809819174794,0.618689213221526,0.398590785593269,0.721726722938521,10454,367182,2383,ENSG00000135643.4,ENSG00000135643.4,0.6005387408805,0.777680684463741,0.632491969267572,0.347626151784648,0.39682311262907,0.325573258104169,0.0916837642763937,0.000683571849964138,2736,1487,10454,367182,2382,12,70366275,70366276
KCNN3,1,154870279,154870280,0.407538901925637,0.959846243455675,0.820948704565259,0.924008787531163,10454,367182,2842,ENSG00000143603.18,ENSG00000143603.18,0.183464660619363,0.324883403667086,0.488736537356708,0.192248923120136,0.419331166673116,0.845659772954855,0.10185368225798,0.000174400175804405,1482,627,10454,367182,2841,1,154870279,154870280
KCNN4,19,43781256,43781257,0.148509497328435,0.325546961638099,0.656273550196386,0.122085840327196,10454,367182,1026,ENSG00000104783.11,ENSG00000104783.11,0.297077595961888,100,100,0.0194023987012045,100,100,0.19498088101512,0.0253280493745186,2246,1017,10454,367182,1025,19,43781256,43781257
